date,pop_nat,lf_nat,emp_nat,un_nat,pop_for,lf_for,emp_for,un_for,ppop_nat,pemp_nat,ppop_for,pemp_for,unrate_nat,unrate_for,epop_nat,epop_for,lfpr_nat,prime_epop_nat,prime_epop_for,foreign_share_lf,foreign_share_emp,unrate_nat_sa,unrate_for_sa,epop_nat_sa,prime_epop_nat_sa,prime_epop_for_sa,lfpr_nat_sa
2007-11-01,197775,129851,124014,5837,35164,24184,23104,1080,102922,83282,23055,17801,0.04495152135909619,0.04465762487595104,0.6270458854759196,0.6570356045956092,0.6565592213373783,0.8091758807640738,0.7721101713294296,0.1570032784756711,0.15704400549218994,0.0475175476111545,0.0465739574257294,0.62491153422704,0.805371902938785,0.769234397758839,0.657263636310845
2007-12-01,198077,129769,123524,6245,35078,23936,22810,1127,102965,83003,23044,17648,0.048123974138661776,0.04708389037433155,0.6236160684986142,0.6502651234391926,0.6551442115944809,0.8061282960229205,0.7658392640166638,0.1557268794118604,0.15587628302376755,0.0498735852314666,0.0465825800032187,0.62438134623517,0.805215261718111,0.769499340535422,0.657955414371566
2008-01-01,197523,128947,122042,6905,35093,23881,22564,1317,102516,82222,22880,17370,0.053549132589358416,0.05514844437000126,0.6178622236397786,0.6429772319265951,0.6528201779033328,0.802040657068165,0.7591783216783217,0.15626063286832256,0.15603778543075666,0.049844942389644,0.0471472967435443,0.624859947060813,0.805357331952298,0.769911163109214,0.656700684786147
2008-02-01,197711,128667,122047,6620,35098,23836,22502,1334,102748,82276,22692,17226,0.051450643910248936,0.055965766068132236,0.6172999984826337,0.6411191520884381,0.6507832138828896,0.8007552458442013,0.7591221575885775,0.15629856461840094,0.15567039550602219,0.0491411953729934,0.0492831402809979,0.6229210320113,0.803520732143069,0.770626780882767,0.653690537343455
2008-03-01,197996,129410,122850,6560,34998,23725,22258,1467,103009,82655,22465,17030,0.05069160034000464,0.06183350895679663,0.6204670801430332,0.6359791988113607,0.6535990626073254,0.8024056150433457,0.7580681059425773,0.15492865772031214,0.15338919976844834,0.0499828228733598,0.0540510014508682,0.622775105280795,0.803262593941502,0.764231467232568,0.655356529333717
2008-04-01,197896,129309,123159,6150,35302,23899,22762,1137,102889,82637,22617,17397,0.04756049462914414,0.047575212351981255,0.622342038242309,0.64477933261571585,0.653418967538505,0.8031665192586185,0.769200159172304,0.1559905487964075,0.15598851433309804,0.0503554813163454,0.0520310875316596,0.622420670622205,0.801616468472996,0.76602169458941,0.65581874177662
2008-05-01,198391,130240,123412,6829,35014,23763,22515,1248,103079,82681,22484,17313,0.05243396805896806,0.05251862138618861,0.6220645089747014,0.6430285028845605,0.6564813928051172,0.8021129425004123,0.7700142323429995,0.1543021889183977,0.15428947350387523,0.0541698942341069,0.0547072854838137,0.620955724676665,0.800103144595438,0.765202185410237,0.656383729948894
2008-06-01,198014,131205,123630,7575,35613,24377,23020,1358,102428,81898,23199,17698,0.057734080256087804,0.05570824957952168,0.624349793448948,0.6463931710330497,0.6626046643166644,0.7995665247783809,0.7628777102461313,0.15668264966384285,0.15697238322536652,0.0552087996457575,0.0574050330716359,0.620661835355004,0.801274524790762,0.758897523932214,0.656715227765499
2008-07-01,198224,131686,123605,8081,35640,24615,23262,1352,102365,81411,23333,17805,0.061365672888537885,0.05492585821653463,0.6235622326257163,0.6526936026936027,0.6643292436839131,0.7953011283153422,0.7630823297475678,0.1574845970275302,0.15838820157012806,0.0580759343364479,0.0586101952495854,0.61903810678132,0.799541572126404,0.759113866538282,0.657070652099751
2008-08-01,198917,131026,123018,8007,35190,24362,22890,1472,102721,81593,23021,17515,0.06111000870056325,0.060421968639684756,0.6184388463530015,0.6504688832054561,0.6586968434070491,0.7943166441136671,0.760827070935233,0.1567817334671918,0.15687967760506621,0.0601248901287082,0.0621722064244125,0.617517375118231,0.796389319034953,0.757055469064296,0.656795067782048
2008-09-01,198700,130110,122263,7847,35660,24399,23048,1352,102609,81845,23192,17689,0.06031050649450465,0.05541210705356777,0.6153145445395068,0.6463264161525519,0.6548062405636638,0.7976395832724225,0.7627199034149706,0.15791313127390638,0.1586115297534254,0.062270915996829,0.0627914193380185,0.614155320711608,0.794894282583821,0.758204309550582,0.655478146179577
2008-10-01,199151,130916,122868,8048,35462,24096,22675,1421,102668,81864,23143,17603,0.061474533288520886,0.05897244355909695,0.6169589909164402,0.6394168405617281,0.6573705379335278,0.7973662679705459,0.7606187616125827,0.15544602998477539,0.15579588162948407,0.0646818361064416,0.0660297806625666,0.61420332221321,0.793363161844722,0.755619362304269,0.657262155896631
2008-11-01,199401,130780,122326,8454,35427,23844,22283,1561,102896,81704,22960,17217,0.06464291176020798,0.06546720348934743,0.6134673346673286,0.6289835436249188,0.6558643136192898,0.7940444720883222,0.749869337979094,0.15420633278145696,0.154091377438472,0.0683425391007471,0.0710464344611163,0.611456270698217,0.790275468198838,0.746978515703969,0.656675419569443
2008-12-01,199729,130392,121211,9181,35306,23957,22138,1818,102833,80578,23072,17204,0.07041076139640469,0.075885962349209,0.6068773187669292,0.6270322324817311,0.6528446044390148,0.7835811461301333,0.7456657420249653,0.1552131857025313,0.15443428276444202,0.0732027754322078,0.0750671480118278,0.607736156610722,0.782679495269708,0.749579807460493,0.655790503675987
2009-01-01,199731,129904,119061,10843,35007,23541,21375,2166,102856,79455,22606,16466,0.08346933119842345,0.09200968523002422,0.5961067635970381,0.6105921672808295,0.6503947809804187,0.7724877498638874,0.7283906927364416,0.1534165336113917,0.1522045629325814,0.0779284862266279,0.0798923641203246,0.603251620315426,0.775821467975162,0.739418554906753,0.654350750358998
2009-02-01,200199,130414,119129,11285,34714,23390,20976,2414,102980,79291,22517,16238,0.08653212078457834,0.10320649850363403,0.5950529223422695,0.6042518868468053,0.6514218352739025,0.7699650417556807,0.7211440245148111,0.152076669007308,0.14971628421540986,0.0826473183653837,0.0860868531217579,0.600670001186771,0.772695078603291,0.73261391724204,0.654229306678591
2009-03-01,200411,130198,118559,11639,34675,23529,21274,2256,102882,78748,22610,16521,0.08939461435659533,0.095881677929363765,0.5915793045291925,0.6135255948089402,0.6496549590591335,0.765420578915651,0.7306943830163645,0.1530570426795553,0.15213862249969606,0.0879726615473446,0.0864440756636672,0.593980486597033,0.766278262407519,0.736543128638863,0.651367222068452
2009-04-01,200232,130052,118835,11216,35039,23782,21750,2032,102736,78928,22755,16833,0.08624242610648049,0.08544277184425196,0.5934865555955092,0.6207368931761751,0.6495065723760438,0.768260395577013,0.7397495056031641,0.15459521302182871,0.1547106732581712,0.0910681974206734,0.0904076249836337,0.593448228871578,0.766672925016254,0.736090240988485,0.651813730693757
2009-05-01,200691,130699,118875,11824,34761,23638,21488,2149,102749,78721,22763,16740,0.09046740985011362,0.0909129367966833,0.5923285050151725,0.6181640344063749,0.6512449487022338,0.7661485756552375,0.7354039449984624,0.15315834828978145,0.15308877695689035,0.0932173109836429,0.0954186054224699,0.591168525097052,0.764136662127842,0.730259812375284,0.651034012663296
2009-06-01,200397,131786,119039,12747,35258,24135,21787,2348,102490,78264,23043,16892,0.09672499355014949,0.09728609902631034,0.5940158784812148,0.6179306823983209,0.6576246151389492,0.7636257195823983,0.7330642711452502,0.15478992566748545,0.15470864755087838,0.0924996136682943,0.0985583573391057,0.590628243662332,0.765378886605094,0.728696076006843,0.651783506359948
2009-07-01,200654,131966,119199,12767,35216,24289,21856,2433,102565,77990,23039,16883,0.09674461603746419,0.10016880069167113,0.5940524484934265,0.6206269877328487,0.6576793883999322,0.7603958465363428,0.7328009028169625,0.1554446257719753,0.15494665201517138,0.0917083631849989,0.0999419186915177,0.589743845405941,0.764641139175977,0.729078484020356,0.650466948620663
2009-08-01,200774,130755,118379,12375,35312,24142,21695,2447,102541,78177,23077,16718,0.0946426522886314,0.10135862811697456,0.589613196927889,0.614380380607159,0.6512546445256856,0.7623974800323773,0.7244442518524938,0.15585840913639387,0.15488241929265958,0.0930458097055358,0.101405018509145,0.588614241268559,0.764473538020436,0.721426244901505,0.649245149032081
2009-09-01,200796,129428,117215,12213,35527,24189,21864,2325,102750,78181,22887,16621,0.0943613437586921,0.09611807019719708,0.5837516683599275,0.6154192585920567,0.6445745931193848,0.7608856447688565,0.7262201249617687,0.1574630411998672,0.15720561695151677,0.0973938831313023,0.102748298406577,0.582510129051319,0.758179352572338,0.721986212044343,0.645211202580428
2009-10-01,200998,129435,117233,12202,35552,24200,21856,2345,102750,78339,22893,16661,0.09427125584270096,0.096900826446281,0.5832545597468631,0.6147614761476148,0.6439616314590195,0.7624233576642335,0.7277770497531997,0.15751619097210923,0.15713679730244665,0.098959110284211,0.102514203340756,0.580607702195823,0.75849202439867,0.723104760239128,0.64389352979808
2009-11-01,200787,129189,117041,12148,35956,24350,22091,2259,102679,78245,22967,16788,0.0940327736881623,0.09277207392197125,0.5829112442538611,0.6143898097674936,0.6434131691792795,0.7620350802014044,0.7309618147777246,0.15859162818567268,0.1587772762556421,0.0992675936142403,0.100111165741477,0.581242252669687,0.758381225042706,0.728168024119791,0.644393289915214
2009-12-01,201349,128773,116663,12110,35575,23920,21290,2630,102773,77754,22868,16277,0.09404145278901634,0.10994983277591973,0.5794069004564214,0.5984539704848911,0.63955122697406,0.7565605752483628,0.7117806541892601,0.15665420156785184,0.15432792327821795,0.0980754203729828,0.103266540295232,0.580313274708728,0.755670004792243,0.716060383980582,0.642667623031654
2010-01-01,201393,129032,115719,13313,35440,23924,21090,2834,102334,77152,22822,16196,0.1031759563519127,0.11845845176391907,0.5745929600333676,0.5950902934537246,0.6406975416225986,0.7539234272089432,0.7096661116466567,0.15641099401134967,0.15415652479003575,0.0966737127784314,0.102792098918846,0.581642727497808,0.757223439708983,0.720778937303193,0.644756190923613
2010-02-01,201683,129341,116102,13239,35315,23854,21102,2752,102542,77247,22636,16101,0.10235733448790407,0.11536849165758363,0.5756657725242088,0.5975364575959224,0.641308389899,0.7533205905872715,0.7113005831418978,0.15571004275596462,0.15380018075274773,0.0979037415351059,0.10225546365824,0.580896670392388,0.755947325790012,0.722326587211523,0.644010642731676
2010-03-01,202168,129805,116743,13062,34991,23855,21239,2616,102527,77396,22664,16224,0.10062786487423443,0.10966254453992874,0.577455383641328,0.6069846531965363,0.6420650152348542,0.7548840793156925,0.7158489234027533,0.15524534686971236,0.1539258743894131,0.0991108353887623,0.101765365388612,0.579700064554767,0.755622813173873,0.721189837694889,0.643684347978593
2010-04-01,202333,129995,117486,12509,34996,23916,21816,2100,102492,77768,22701,16775,0.0962267779529982,0.08780732563973909,0.5806566402910054,0.6233855297748314,0.6424804653714421,0.7587714163056629,0.7389542310911413,0.1553885037456712,0.1566093810569841,0.101621397312021,0.096830409707854,0.580427267893963,0.757085252839391,0.73515140901681,0.644706984850572
2010-05-01,201852,129656,117372,12284,35647,24210,22125,2085,102073,77237,23177,17116,0.09474301227864503,0.08612143742255267,0.5814755365317164,0.6206693410385166,0.6423320056278857,0.7566839418847295,0.7384907451352634,0.15734470253337318,0.1586055614099228,0.0975790554811996,0.0958407747386838,0.580121388835913,0.75459674104018,0.733063986227015,0.642012896272613
2010-06-01,201535,130079,117342,12737,36155,24688,22541,2148,101839,76816,23429,17321,0.09791741941435589,0.08700583279325988,0.5822412980375617,0.6234545705988107,0.6454412384945543,0.7542886320564813,0.7392974518758804,0.15951720974109468,0.16114181137093142,0.0935742698023456,0.0954587164138957,0.579093330033499,0.756101168412233,0.73455427631144,0.639691166410596
2010-07-01,201683,130684,117884,12800,36207,24586,22249,2337,101967,76674,23358,17107,0.09794619081142297,0.09505409582689335,0.5845014205461045,0.6144944347778054,0.6479673547101144,0.7519491600223602,0.732382909495676,0.1583435306240742,0.15877059650474906,0.092766912075376,0.0966907558524022,0.580420437893118,0.756234740071746,0.728955767271034,0.640856218134808
2010-08-01,201752,130034,117504,12530,36347,24644,22415,2229,101946,76946,23390,17080,0.09635941369180369,0.09044797922415192,0.5824180181609104,0.616694637796792,0.644523970022602,0.754772134267161,0.7302265925609235,0.15932453225410206,0.1601998299015859,0.0944331624281899,0.0949762354388685,0.581399793933533,0.756911767095173,0.727593722542123,0.642461307435172
2010-09-01,202225,129366,117488,11878,36097,24488,22226,2262,102246,77608,23109,16927,0.09181701528995254,0.0923717739300882,0.5809766349363333,0.615729839044796,0.63971319075287425,0.7590321381765546,0.7324851789346142,0.15916388264198525,0.15908212491232088,0.0946877806336498,0.0952141823147993,0.579635021589848,0.756359658474427,0.728341274074765,0.640222841249549
2010-10-01,202189,129122,117468,11654,36341,24530,22281,2249,102069,77720,23338,17071,0.09025572714177289,0.09168365267019976,0.580981161190767,0.6131091604523816,0.6386203008076602,0.7614456887007809,0.7314679921158626,0.1596464738499987,0.15943584569478136,0.0945305178697557,0.0954448064300199,0.578377252710846,0.757617520283787,0.727082748013072,0.638491590693413
2010-11-01,202365,128909,117029,11881,36350,24788,22387,2401,101929,77254,23488,17091,0.0921657913722083,0.09686138454090688,0.5783065253378796,0.6158734525447043,0.6370123292071257,0.7579197284384228,0.7276481607629428,0.16127835936940865,0.1605769782521375,0.097209261788891,0.0992771358558883,0.57694850683847,0.75440656694474,0.725039790402268,0.638099542147586
2010-12-01,202344,128373,117006,11367,36545,24783,22153,2630,101914,77284,23496,16873,0.08854665700731462,0.10612113142073196,0.5782528762898825,0.6061841565193596,0.6344294864191674,0.7583256471142336,0.7181222335716718,0.16181540390190394,0.15919200339180362,0.0925700978073611,0.099014756517015,0.579211103176222,0.757437192865127,0.722242100828918,0.637635956588114
2011-01-01,202410,128019,115671,12348,36294,24517,21928,2589,101584,76555,23044,16425,0.09645443254516908,0.10560019578251825,0.5714688009485698,0.604176998952995,0.6324736920112642,0.7536127736651441,0.7127668807498698,0.1607292704672995,0.15936162326761097,0.0905783212273752,0.0927239524160143,0.578496932279963,0.75688286475664,0.723545858050531,0.636632235335607
2011-02-01,202825,128676,116478,12198,36026,23958,21614,2344,101952,76776,22695,16241,0.09479623239764991,0.0978378829618499,0.5742783187476889,0.5999555876311553,0.6344188339701713,0.753060263653484,0.7156201806565323,0.15696371712724558,0.1565188425107899,0.0907834007647575,0.0890626838973651,0.579164892229826,0.755567496804155,0.725861570315402,0.637044989145659
2011-03-01,203004,128988,117234,11754,35996,24034,21728,2306,102100,77189,22543,16253,0.0911247557912364,0.0959474078388949,0.5774960099308388,0.6036226247360817,0.6353963468700125,0.7560137120470127,0.7209776870869006,0.15706238318673132,0.1563592924684446,0.0899367597027907,0.0918694572860396,0.579566326463032,0.756603189467246,0.725627957923973,0.636945923663097
2011-04-01,203409,128984,117920,11063,35737,23915,21741,2174,101903,77215,22755,16546,0.08577032810271042,0.09090528956721723,0.5797186948463441,0.6083610823516243,0.6341115683180194,0.757730390665633,0.7271368929905515,0.15641044087927325,0.15566980044536413,0.0908512770359634,0.0963189419523826,0.579378823259913,0.755951681046329,0.723883535150508,0.636342246527108
2011-05-01,202965,129196,117812,11384,36348,24253,22216,2037,101519,77153,23208,16934,0.08811418310164401,0.08398960953284129,0.5804547582095435,0.6112028172114009,0.6365432463725272,0.7599858154631153,0.729662185453292,0.15805251256117667,0.1586539834890165,0.0907984502276125,0.0931956259692529,0.578935870089904,0.757800862001112,0.724524140167521,0.63612888323707
2011-06-01,203166,130244,117869,12375,36323,24294,22260,2034,101563,76532,23174,16909,0.09501397377230429,0.08372437638923191,0.5801610505694851,0.6128348429369821,0.6410718328854237,0.7535421364079439,0.7296539224993527,0.15720405337198617,0.15885362772873565,0.0906012526198609,0.0896021986283095,0.57718008052133,0.755416881035973,0.725153049406604,0.635380059779465
2011-07-01,203095,130296,118120,12176,36576,24516,22264,2252,101423,76335,23349,16999,0.093448762816970593,0.09185837820199054,0.5815997439621852,0.6087051618547682,0.6415519830621138,0.7526399337428394,0.7280397447428155,0.15835981706844432,0.15859357191702758,0.0882316378458811,0.0905852145155605,0.577843059645983,0.756983507807184,0.725181617090089,0.634550067366284
2011-08-01,203340,129966,118043,11923,36531,24377,22292,2085,101604,76730,23151,16878,0.09173937799116692,0.08553144357386061,0.5805203108094816,0.610221455749911,0.6391560932428445,0.7551868036691469,0.7290397822988208,0.1579404313768684,0.15884846973313857,0.0895642869554834,0.0894247090235893,0.579723589413838,0.757429641948641,0.726810646080834,0.637153056932114
2011-09-01,203415,129575,118277,11298,36657,24447,22224,2222,101487,76951,23240,16969,0.08719274551418098,0.09089049781159242,0.5814566280756089,0.6062689254439807,0.6369982547993019,0.7582350448825959,0.7301635111876076,0.15872407837841349,0.15817681012946527,0.0898882916206462,0.0921890613350841,0.580102546621167,0.755582025571497,0.726148228771768,0.637409926880264
2011-10-01,203268,129239,118338,10901,37001,24849,22648,2201,101161,76780,23581,17328,0.08434760405140863,0.08857499295746307,0.5821772241572702,0.6120915650928354,0.6358059310860539,0.758988147606291,0.7348288876637972,0.1612649914334666,0.16064006355240945,0.0882238788363859,0.0909610622802352,0.579478485971225,0.755274799376329,0.730768261194037,0.635580110949225
2011-11-01,203735,128987,118439,10548,36705,24696,22631,2065,101223,77048,23499,17275,0.08177568282074937,0.08361678004535147,0.5813385034481066,0.6165645007492168,0.6331116401207451,0.7611708801359375,0.7351376654325716,0.16069441642862256,0.1604239030268661,0.0863739397897175,0.0865416572270794,0.580090245431988,0.757778175878624,0.732741369964122,0.634274575719241
2011-12-01,203733,128536,118033,10503,36851,24836,22647,2189,101213,76876,23477,17194,0.08171251633783531,0.08813818650346271,0.5793514060068815,0.6145559143578193,0.6309041735997605,0.7595466985466294,0.7323763683605231,0.16193307774561197,0.16098237133920956,0.0856451440844499,0.0845641618778238,0.580350437591664,0.758673496821241,0.735972018047544,0.63415700140018
2012-01-01,204676,128329,117141,11188,37593,25156,22803,2353,100512,76094,23846,17176,0.08718216459257065,0.09353633328033073,0.5723240633977603,0.6065756922831378,0.6269860657820164,0.7570638331741484,0.7202885179904387,0.16389875232107373,0.16294374892814267,0.0819130501519606,0.0842087166646194,0.579296805813267,0.760322355499563,0.730475309219704,0.631182731245538
2012-02-01,204973,129288,118214,11074,37463,24826,22470,2356,100789,76461,23550,16885,0.08565373429862014,0.09490050753242568,0.576729618047255,0.599791794570643,0.6307562459445878,0.7586244530653147,0.7169851380042462,0.1610885448434276,0.15971965539791305,0.0820407181104934,0.0859465752628758,0.581351063200073,0.761006950713234,0.72626519220812,0.633296294111389
2012-03-01,204941,129358,118628,10731,37664,24958,22785,2173,100726,76590,23597,17227,0.08295582801218325,0.08706627133584421,0.5788397636392913,0.6049543330501275,0.6311962955191982,0.7603796437861128,0.7300504301394245,0.1617330672127323,0.16112380049924688,0.081950825040295,0.0839706289273903,0.580807771295086,0.760824571203247,0.733911844811106,0.632671687179307
2012-04-01,205569,129444,119376,10068,37215,24460,22619,1842,100913,77105,23444,17203,0.07777880782423287,0.07530662305805397,0.5807101265268596,0.6077925567647454,0.6296863826744304,0.7640740043403724,0.7337911619177615,0.15893024222892194,0.15929434135004752,0.0826588734415586,0.0809551031576557,0.58032589106192,0.762206669243765,0.7310496865336,0.631925158080083
2012-05-01,205462,130120,119689,10431,37504,24878,23038,1840,100645,76961,23718,17560,0.0801644635720873,0.07396092933515556,0.5825359433861249,0.6142811433447098,0.6333044553250723,0.7646778280093398,0.7403659667762881,0.1605052968425399,0.1614130472860776,0.0826887364051147,0.081956932721376,0.580851274949211,0.762411600155831,0.735492578871549,0.632791666020186
2012-06-01,205840,131377,120217,11160,37315,25009,22985,2024,100561,76440,23792,17566,0.0849463756974204,0.08093086488864008,0.5840312864360668,0.6159721291705749,0.6382481539059464,0.7601356390648462,0.738315400134499,0.15991840701853108,0.16050753481096633,0.0808270680705443,0.0835929837037361,0.581007115204495,0.762052173767139,0.734054631026275,0.632579073637956
2012-07-01,205727,131346,119916,11430,37627,25180,23211,1970,100224,75965,24148,17804,0.08702206386186104,0.07823669579030977,0.5828889742231209,0.6168708640072289,0.6384480403641719,0.757952187100894,0.7372867318204406,0.1608678430420505,0.16217065962397031,0.0818675108242284,0.0802410712308261,0.57928609985767,0.762351657366517,0.734887862040624,0.631522390128704
2012-08-01,205719,130257,119479,10778,37847,24998,23080,1918,100121,76243,24187,17797,0.08274411356011577,0.07672613809104728,0.5807873847335443,0.6098237641028351,0.6331792396424248,0.7615085746247041,0.7358084921652127,0.16101252777688319,0.16189788087739113,0.0805455504618459,0.0786222932132923,0.580282651434656,0.763857145058355,0.733902581052085,0.631325069093104
2012-09-01,205670,129958,120132,9826,38103,25116,23201,1915,100114,76997,24145,17817,0.07560904292155927,0.07624621755056538,0.5841007439101473,0.6089021861795659,0.6318763067049157,0.7690932337135665,0.7379167529509215,0.161961386176922,0.16186781829725186,0.0780225139860773,0.0781944658393758,0.582851232245793,0.766443411477068,0.733924593944929,0.632292603910292
2012-10-01,205695,130511,120651,9860,38288,25268,23388,1880,99997,77100,24273,17988,0.07554918742481477,0.07440240620547728,0.5865529060016044,0.6108441287087338,0.6344879554680474,0.7710231306939208,0.7410703250525275,0.16220414818428672,0.16237269072959407,0.0789977221361377,0.0773986225711822,0.583805994404684,0.767405071148377,0.737572817723495,0.634231890279025
2012-11-01,206069,129737,120277,9459,38105,25217,23272,1945,100165,76847,24082,17676,0.07290903905593624,0.07713050719752548,0.5836734297735224,0.6107334995407426,0.6295803832696815,0.7672041132131983,0.7339921933394237,0.16273861920311836,0.16211885836891932,0.0771536990416828,0.0784998759344639,0.582535003417723,0.763905013254123,0.73202377193207,0.63080889946225
2012-12-01,206351,129656,119844,9812,37999,25248,23216,2032,100291,76848,23928,17458,0.07567717652866046,0.08048162230671736,0.5807774132424849,0.6109634464064844,0.6283274614612965,0.7662502118834192,0.7296054831160147,0.16299127201363425,0.16228156018453796,0.0795240877784558,0.0776631726258103,0.581887336505413,0.765397417241741,0.733008906562293,0.631628714438936
2013-01-01,206711,129555,118524,11030,37952,25240,23089,2150,100411,76100,23945,17318,0.08513758635328625,0.08518225039619651,0.5733802264997993,0.6083737352445194,0.6267445854357049,0.7578850922707672,0.7232407600751722,0.16305436222100197,0.1630429409729333,0.0798927185881846,0.075331968151854,0.580189095200928,0.761131248887889,0.732754614202535,0.630890108291096
2013-02-01,206969,129486,119065,10421,37858,25242,23163,2079,100519,76403,23835,17333,0.08047974298379748,0.08236272878535773,0.5752793896670516,0.6118389772307042,0.6256299252545067,0.7600851580298252,0.7272078875603105,0.16313789359391964,0.16285822763450236,0.0769774932829649,0.0730539049818971,0.57971221283599,0.762341917109668,0.735226891184569,0.62804841063701
2013-03-01,206889,129451,119501,9950,38106,25061,23197,1865,100510,76652,23833,17392,0.07686306015403511,0.0744184190574997,0.5776092494042699,0.608749278328872,0.6257026714808424,0.7626305840214904,0.7297444719506566,0.16219452210831523,0.16256009194242385,0.0759262360086138,0.0717673110901205,0.579493174268249,0.762928438286482,0.732843925844443,0.627060627802824
2013-04-01,207332,129757,120432,9325,37842,24982,23292,1690,100594,77045,23786,17546,0.07186510169008223,0.06764870706908975,0.5808654718036772,0.6155065799904867,0.6258416452838925,0.7659005507286717,0.7376608088791726,0.1614460478612373,0.1620606161810136,0.0766612720618536,0.0721540102204987,0.580405270270267,0.763955602553819,0.735299975128701,0.628045659611223
2013-05-01,207860,130776,121048,9728,37503,24958,23384,1574,100767,77327,23621,17637,0.07438673762769928,0.06306595079733954,0.5823535071682864,0.6235234514572168,0.6291542384297123,0.7673841634662142,0.7466661021971974,0.16026044409056467,0.16190317935083637,0.0768775971980485,0.0699488504685363,0.580505883857837,0.765053772671754,0.742290655312428,0.628547395187552
2013-06-01,207894,131785,121172,10613,37658,25305,23670,1635,100544,76532,23862,17859,0.08053268581401525,0.06461173681090694,0.5828547240420598,0.6285517021615593,0.6339047783966829,0.7611791852323361,0.74842846366608,0.16108600165510217,0.16341945015948411,0.0765029453242831,0.0683679755963603,0.579699111451363,0.763117554295508,0.744578331321271,0.628262351878131
