state_name,arrests,population_2025,arrests_per_100k,total_nonfarm_job_growth,growth_Mining_and_Logging,growth_Construction,growth_Manufacturing,growth_Professional_and_Business_Services,growth_Leisure_and_Hospitality,growth_Government,wage_yoy_Construction,wage_yoy_Leisure_and_Hospitality,wage_yoy_Total_Private,d_unrate,labor_force_growth,hh_employment_growth,d_epop,d_lfpr,unrate_level_jan2025,d_nat_epop,d_nat_unrate,d_for_epop,d_for_unrate,d_log_for_pop,for_share_pre,construction_emp_share_pre
Alabama,10863,5193088,209.18189716792784,0.00874356755772121,0.02127659574468077,0.05637707948243986,-0.01578393546124168,0.02680965147453085,0.03766478342749524,0.01220657276995296,0.07273857631333525,0.01933701657458542,-0.019088335400960776,0.2999999999999998,-0.005324945720450613,-0.008432337258796552,-1,-0.8999999999999986,3.1,0.00985851337243204,-0.00264505270963684,-0.00625027435139091,0.01119189069147758,0.095414028915199,0.04835581384918365,0.07742123087585007
North Carolina,10059,11197968,89.82879751040545,0.01727119149359035,0,0.07462686567164178,-0.02934829520932236,0.03066324463055525,0.03218005952380953,0.01010755474925484,0.0798213787329054,0.00390815828041035,-0.030279696636065445,-0.19999999999999973,-0.009872852434388069,-0.007411006428072131,-1.6000000000000014,-1.7000000000000028,3.8,-0.0012764722773827,0.00140276607814215,-0.00855979516686866,0.00171912636276756,-0.1506144716321813,0.12697938517069984,0.09437868631475772
Massachusetts,9732,7154084,136.03418690638802,-0.00265914585012094,0.10000000000000007,0.01135005973715652,-0.0017490161783995,-0.00488519785051289,-0.00985761226725068,2.106149957876724e-4,0.08351960983539919,0.03890894504612907,0.0128311554405236,0.20000000000000018,-0.019783103748040376,-0.0211929591915776,-1.5,-1.4000000000000057,4.2,0.0136077077228407,-0.00174776684464381,0.00167733083933463,0.01026682005132808,-0.04495978111069476,0.21996409541922407,0.07190920917966816
Oklahoma,9634,4123288,233.64848635360903,0.00306851149297027,-0.01736111111111116,0.0730593607305936,-0.01272984441301283,-0.01648085312651481,-0.02155172413793105,5.380683346785098e-4,0.10273296015805068,0.00370370370370376,-4.5396724916879627e-4,1.1999999999999997,-0.006084546684601344,-0.01842202675152238,-1.8000000000000043,-1.2000000000000028,3.1,0.00772402432391727,0.01529592497393558,-0.02538700888046818,0.00802873348658685,-0.06897970898976169,0.08339157693361302,0.07728160492070818
Louisiana,9401,4618189,203.5646440628567,0.01006812262071732,-0.03846153846153855,0.06906272022551074,0.02791696492483897,0.01564595440321858,-4.438526409232813e-4,0.0040036957191254,0.02852760736196313,0.0802107728337238,0.031535170119261435,0.10000000000000053,0.011843048327672134,0.011289796495067561,0.3999999999999986,0.5,4.3,0.01787494490261654,-0.00368928657212979,0.01747610511301234,0.03861275308284435,-0.03310818545198657,0.07156433778500378,0.08009813725682473
Maryland,9177,6265347,146.47233425379312,-0.00897918940807773,0,0.01538461538461533,0.00269541778975734,-0.01506591337099805,0.01471129091577783,-0.03266055045871552,NA,0.02321347291761499,0.03597190281975782,0.7000000000000002,-0.011525440467115788,-0.019005919483385925,-1.5,-1.1000000000000085,3.5,-0.02707216863430595,0.00829770649473233,-0.01141625351412378,0.00906972001042276,-0.01248751189509533,0.21326882393035348,0.07766001851344148
Indiana,8452,6973333,121.20459470385252,-0.00318373844364172,0.01923076923076916,0.05885780885780889,-0.00983606557377048,0.01073143179892666,-0.04594767070835981,-0.04209799861973773,0.08721078057462495,0.00875837197320961,-0.0133886386960258,-0.6000000000000001,-0.00457835882523594,0.0017637040217972633,-0.5,-0.8999999999999986,3.9,-0.00682041062499172,-0.00160382203153257,0.05238853062215642,-0.04236028845656398,0.01843775313362883,0.0869270603363469,0.07466472517613676
South Carolina,7991,5570274,143.45793402622564,0.01748104465037903,0.02127659574468077,0.06523534269199005,0.00876190476190474,-0.00759253400822534,0.01879432624113475,0.01931385006353236,0.00507765830346484,0.03425357873210633,-0.031698116633911866,0.10000000000000053,0.03447493815425684,0.03372217238486419,0.5,0.5,4.1,0.03427724790963693,-0.00552316275886304,0.03422855405424707,-0.00917036649792742,-0.04653115663970908,0.09370829755793408,0.07915575934945826
Illinois,7914,12719141,62.2211830185702,0.00342593644969069,0.05797101449275344,0.0667229729729728,7.006480994919961e-4,-0.00416895227646729,-0.00263721773528935,0.00527673545966234,0.06708994708994709,0.01633850020946803,0.004760166184061276,0.20000000000000018,-0.02144847597664401,-0.02269778758957086,-1.5999999999999943,-1.5,4.7,-0.00883233327685117,0.00717302584448814,0.02405372595359445,-0.02567664145063842,-0.03943570550924136,0.18218076857147705,0.05102144418458967
Utah,7693,3538904,217.38368715285864,0.01475679663999085,-0.06086956521739128,0.021784961349262,0.00454840805717982,0.04234918098282048,0.00225479143179252,0,0.0088348978464936,0.02929875120076852,-0.009957540639373041,0.30000000000000027,-0.007303563871188468,-0.009525521511596136,-2.1000000000000014,-2,3.3,0.00625738302094558,8.57994071686366e-5,0.01713083810422921,-0.02346137467886054,0.05962986794504132,0.11440559348747292,0.08580587450867688
Ohio,7101,11900510,59.66971163420728,0.0053035392285119,0.04545454545454519,0.07886435331230301,0.02058954229003107,-0.00505879135903741,0.00263805838902575,-0.01031835912923118,0.06886840757808499,0.01301952929394101,0.008848253632153025,-1.4,-0.017348625558761932,-0.0024788556290122887,-0.5,-1.5,4.8,-0.00423107078151585,0.00110897513188296,0.05282331990098321,-0.04383591869209968,-0.1391076717992128,0.07025843456586711,0.05573678487960229
Minnesota,6973,5830405,119.59718064182506,0.01485672688769779,0,0.06527977044476319,0.01960164400885222,0.01185983827493264,0.01282521069989006,0.00643974241030353,0.03224351747463361,4.349717268379294e-4,-0.0425023130007276,0.8999999999999999,-0.010757185112541756,-0.020555846055769322,-2,-1.3999999999999915,3.4,-0.01797809325828137,0.0061279043793692,-0.04103203094580621,0.0166401466938965,-0.0990679810342172,0.1057852101123487,0.06732032175529186
Colorado,6766,6012561,112.53108284473124,-0.00178031575411496,-0.07798165137614677,0.00212539851222115,-0.02562373567093734,-0.0016289961311342,0.01391254968767752,-0.01484947111472745,0.04488416988416977,0.05782688766114186,-0.007753118343429399,-0.3999999999999999,-0.025711766441983586,-0.02168087876831437,-1.8000000000000043,-2.0999999999999943,4.3,-0.01503713762091263,-0.0027757839311549,0.0016640385891028,-0.043088028794583,-0.11997554702945834,0.12505632750400167,0.09528909142244987
Washington,6438,8001020,80.46474074555495,0.00360295937732058,0,-0.02089959109495676,0.00363901018922852,0.01907760696425287,0.01189440092834348,-0.02191074593201225,0.03953441701786064,0.02876911871813536,-0.007064675835569245,0.5999999999999996,0.0015338497129102624,-0.005115025331935974,-1.2000000000000028,-0.7999999999999972,4.4,0.00323429152103571,0.00567868201604079,-0.00348721654190431,0.00609339244407399,0.02600260127408304,0.18315316690598263,0.06807536993750411
Michigan,6386,10127884,63.05364476923314,0.00460057618866827,0.04225352112676073,0.00452716297786715,0.01140487299118708,-0.01782304264799483,0.00231642344220528,0.02832906530089629,0.04657745753988673,0.06515580736543902,0.010537280046929443,-0.39999999999999947,-0.038703433499738704,-0.0347445387968055,-2.3999999999999986,-2.799999999999997,5.3,-0.0146692804682067,0.00517452197881837,-0.01360981421190044,-0.00256514097056831,-0.07453252822235079,0.09062354843481192,0.06080152926660973
New Mexico,6136,2125498,288.68528693040406,0.00804739018665468,0.06557377049180335,0.01805054151624552,-0.02097902097902104,-0.01985111662531025,-0.00100502512562805,0.00518134715025908,0.01375186846038856,-0.00196367206676495,0.04982255190166485,0.7000000000000002,-0.016585274933878735,-0.02280797423085701,-1.3999999999999986,-1.1000000000000014,4.1,0.00547377679394112,0.003715440102789,-0.02568037086605046,-0.00588931100547648,-0.0356843841417156,0.12380719792958968,0.07609404551775616
Arkansas,6037,3114791,193.8171774607028,0.00651880713322339,-0.02040816326530625,0.00896860986547065,-0.01119402985074635,0.02088452088452075,0.02291825821237592,-0.00727096461463883,0.10334242837653472,0.07387289516567086,-0.02820275659024185,0.20000000000000018,0.02336156338072648,0.020936322728602796,0.5999999999999943,0.8000000000000043,3.8,0.02023945885035238,0.00288817002226263,0.0420409278352083,0.01272024028372932,0.02059482140724,0.06144024633621657,0.079673410249257
Missouri,5230,6270541,83.40588156588083,0.01502189289322997,0.04651162790697683,0.11322081575246146,0.01046931407942231,0.01096791883740055,0.03512195121951222,-0.0102880658436214,0.09268929503916468,0.06502890173410392,0.036043985204607276,-0.2999999999999998,0.003230240985226729,0.006716053550406276,-0.10000000000000142,-0.30000000000000426,3.9,0.01191586747003159,-0.00297198476847805,-0.03465104766832927,0.0113214546853769,-0.01671486542436362,0.05516875966297438,0.07071174852006572
Mississippi,4952,2954160,167.6280228559049,0.00520833333333325,0.01754385964912264,0.04007633587786263,-0.01215153681200864,0.02134927412467968,0.01478196600147829,-0.0125523012552301,-0.00158679784195492,0.04789719626168232,-0.006345067362016454,-0.2999999999999998,-0.01271971664043392,-0.009998724181731089,-0.7000000000000028,-0.8999999999999986,3.9,-0.02768861393021049,0.00291436442193138,-0.01777204748812522,0.00408302129310901,0.12562345092979577,0.02915685988781572,0.08081314581317488
Kentucky,4944,4606864,107.31812356518446,0.003205918618989,-0.02777777777777779,0.03459821428571441,-0.01774447949526814,4.4863167339603827e-4,0.02346041055718473,-0.00126702565726943,-0.00335758254057094,5.537098560355336e-4,-0.011139998645968152,-0.09999999999999964,-0.003286388090360748,-0.0022898604977160675,-0.6000000000000014,-0.5999999999999943,4.8,-0.01442866591779679,-0.00106979594959155,0.06667918877550427,-0.04658571660115324,-0.14809100532371744,0.07443228835483214,0.06826474022728118
Nevada,4902,3282188,149.35159107278437,0.02748441277516233,0.02739726027397271,0.0449236298292901,0.01485884101040113,0.08337109198006343,-0.00721420643729175,0.0049153468050247,0.04194312796208521,0.06192660550458706,-0.02693355720027424,-0.40000000000000036,0.0158294737261786,0.019856487742459406,0.30000000000000426,0,5.4,0.01627806261605102,-0.01100369242281427,0.00929079942037036,-0.020624500778014,-0.10280987039122458,0.23427993558889504,0.07577360665640062
Kansas,3758,2977220,126.2251362008854,0.00767543859649122,-0.0483870967741935,0.08240223463687157,0.00115406809001727,0,0.03450862715678915,-0.00887003470883152,0.0613154960981046,-0.02234927234927231,0.019033487668707272,0,-0.004434135807406259,-0.0043655722922811835,-0.8999999999999915,-0.8999999999999915,3.8,4.835892457744073e-5,-6.373948486326844e-4,0.0099454468565977,-0.00228826167859416,-0.3391861840457935,0.11119777223030557,0.06572507798014597
Nebraska,3072,2018006,152.22947800948066,-0.00169443659983048,0,0.07753164556962022,-0.06069364161849711,-0.01675041876046901,0.03184079601990053,-0.01167315175097272,NA,0.07129277566539916,-0.039058269352027164,0,0.0054170803504554055,0.005250295222910983,-0.3999999999999915,-0.3999999999999915,2.9,-0.00331273695537137,9.341872556047834e-4,0.04859512394571663,-0.02335199923710974,-0.10235343496827198,0.11744314230357066,0.07110567310686901
West Virginia,2960,1766147,167.5964684706313,0.00644528513380948,-0.0714285714285714,0.07033639143730874,-0.01096491228070173,0.01671309192200554,0.00700280112044815,6.770480704132442e-4,-0.0914862914862914,0.01684341859014337,-0.021327884507782002,0.2999999999999998,-0.012645415892968304,-0.015799014422182456,-0.8999999999999986,-0.8000000000000043,3.8,-9.019250671560286e-4,5.428674713749831e-4,0.01902083598908299,0.00477850310746792,-0.14476868217466077,0.02269812025270693,0.07716215193941947
Iowa,2797,3238387,86.37015897111742,-0.01018941051447142,0,0.03444180522565321,-0.02918376652986776,-0.02084781097984711,-0.02146814404432129,-0.01438053097345126,0.05506364139457664,0.02166064981949445,-0.029202980927119038,-0.2999999999999998,-0.0010574114244396027,0.0026874692697902436,-0.20000000000000284,-0.5,3.5,-0.00578948661394218,0.00467698979238294,0.01926301220781823,-0.01736643698482255,-0.07893184705639733,0.08857081869692185,0.07508319589734391
Wisconsin,2620,5972787,43.865619182468755,-7.874274090358124e-4,0,0.07579972183588302,-0.00650618087182819,0.01337386018237074,0.01620130989314017,-0.01880057115659206,0.07406502077731614,0.00418410041840999,-0.01746204175407029,0,4.917177584680132e-4,2.865629638120204e-4,-0.3999999999999986,-0.5,3.3,-0.00718306421516046,0.00390235343591898,0.09973657481506382,-0.01467123008203507,0.13136869416545238,0.0565393001282925,0.06868300476335112
Oregon,2504,4273586,58.59247947742248,-0.01384777482313981,-0.0166666666666666,-0.02164502164502169,-0.0483516483516484,-0.04097410127560874,-0.02067307692307696,-0.0170293282876065,0.064453125,0.05662700041034063,0.010739303083032059,0.40000000000000036,-6.658909271567426e-4,-0.004795314844577181,-0.5999999999999943,-0.3999999999999986,4.8,-0.01789511411236088,0.00859382827948952,0.01903335163371322,0.0047188315285153,-0.1857851719741319,0.11189422307883416,0.06736474618774987
Idaho,2190,2029733,107.89596464165484,0.01741721095450898,0.06976744186046502,0.04076086956521729,0.02666666666666661,0.01546860782529568,-0.01700318809776824,-0.01302681992337151,0.06253458771444387,0.00287907869481762,-0.04737097578643623,-0.10000000000000009,-0.006376371019244487,-0.006033246357387445,-2,-2.1000000000000014,3.7,-0.00684686519795696,0.008530301281968,-0.00480014611667101,-0.00123006521382281,-0.17558413066727852,0.08607134387375659,0.08879018867454107
Wyoming,1762,588753,299.27660665847986,0.00305706521739135,-0.02531645569620255,0.00420168067226889,-0.01904761904761898,-0.01809954751131226,0.03149606299212593,-0.00140449438202261,0.01616950097574587,0.00692840646651271,0.028096564010867908,-0.20000000000000018,-0.01870673401136791,-0.01650047652238229,-1.7000000000000028,-1.9000000000000057,3.2,-0.0204269259636447,-0.0018776986065333,-0.04917530624333766,0.00647770588988053,-0.07322063579248983,0.03943438645173675,0.07850233997531819
Connecticut,1456,3688496,39.4740837457869,0.00815470643056848,0.25,0.03767660910518033,0.0181582360570689,0.00813743218806517,-0.0051546391752576,-0.00633713561470217,-0.00939935809261793,0.03163516844700087,-0.012555602177561687,1.6,-0.03104677832617775,-0.047375619380731426,-3.3000000000000043,-2.299999999999997,3.6,-0.02072377534736635,0.02040956636040878,-0.00116753544800196,0.00497957952495738,-0.10633958452079996,0.190432770240969,0.06804847853910673
Delaware,1153,1059952,108.77851072501396,2.017349203147223e-4,NA,NA,-0.03383458646616544,0.02631578947368429,-0.0413533834586467,-0.0055401662049862,NA,0.05173255246461705,-0.005220265119147083,0.7000000000000002,-0.013432815478404136,-0.02009697082953321,-2,-1.7999999999999972,4.1,-0.01134833179168248,0.01441698067518227,0.02742330792425762,-8.193768060257914e-4,-0.13836616111698774,0.1543236457467832,0.06768173364970101
South Dakota,1028,935094,109.93547172797602,0.00319284802043418,0.09090909090909084,0.01333333333333319,-0.00900900900900902,-0.00804289544235914,0.06483300589390972,-0.01703163017031639,NA,5.007511266901243e-4,0.025023832322678352,0,-0.004469595713112007,-0.0047989526525574755,-1.3999999999999915,-1.2999999999999972,2,-0.02926963689684636,0.00521420235826341,-0.09357721322210956,-0.00297838583224441,0.11507867444928266,0.048940216126808093,0.06061969039214461
Rhode Island,882,1114521,79.13713604319703,-0.00425696594427227,1,-0.00888888888888883,0.02030456852791884,0.00584795321637421,-0.02945990180032742,-0.03869047619047627,0.02919708029197076,0.01278772378516635,0.02863901787695977,-0.6000000000000001,-0.028775647494113654,-0.022591488485032007,-1.7999999999999972,-2.3000000000000043,4.5,6.813626023166597e-4,-0.01148884207910888,0.0055548211146581,0.03418446701756016,-0.12305108280861354,0.191454584116618,0.05782377105656106
Maine,803,1414874,56.75417033601578,-0.00377358490566037,-0.09999999999999998,-0.02785515320334264,-0.00776699029126215,-0.01908396946564883,0.00849858356940513,-0.00966183574879231,0.04336283185840695,0.05800082270670503,0.00849883362448467,-0.19999999999999973,-0.012892687420037796,-0.0112044000612741,-1,-1.2000000000000028,3.3,0.00961375282419585,0.00183798628440717,-0.03962778672469436,0.00752917987211093,0.06814697478856324,0.0358308698059064,0.08028118925839191
New Hampshire,725,1415342,51.22436838587423,7.09924747976709e-4,0,-0.02777777777777779,-0.0073421439060205,0.02615694164989923,0.02467532467532485,-0.01018099547511319,NA,0.01316944688323085,0.008588632441655975,-0.20000000000000018,0.0015190285450781271,0.0038436993307833234,-0.3999999999999986,-0.5,3,0.00503693179220976,0.00244200322836549,0.00101049854566215,-0.00237141436389312,-0.00361784325171754,0.07596262559352868,0.066270194211404
North Dakota,539,799358,67.42911186226947,-0.00111607142857139,-0.05555555555555558,0.04000000000000003,-0.01423487544483992,-0.02023121387283244,0.0169902912621358,0.00116009280742446,0.02766393442622949,-0.03427512737378413,0.010335903013378944,-0.3999999999999999,0.0076211964087185,0.011086926296511201,0,-0.29999999999999716,2.6,-0.00178847793994652,-6.114194765745942e-4,-0.0113910807845341,-0.00871798521586872,0.10730564615264626,0.06073345469401717,0.06964381759690545
Hawaii,420,1432820,29.312823662427935,-0.00170807453416155,NA,NA,-0.0230769230769231,-0.00960219478738,0.01409618573797688,-0.0210444271239284,NA,0.08700246565692149,0.08412586675861022,0.10000000000000009,0.0046270781499249125,0.003848071337092751,0.29999999999999716,0.3999999999999986,2.6,0.0247220950074094,-0.004914085548671,-0.00350383122064057,0.00583697117016662,-0.07283459128392522,0.20380666428826552,0.08588045413098622
Montana,340,1144694,29.702261040941945,-0.00779319521003618,-0.03333333333333332,-0.01347708894878707,-0.04186046511627905,0.00371747211895923,-0.02721088435374152,-0.01616379310344828,0.01123021949974467,0.06545296922410038,0.013242823989750852,0.30000000000000027,-0.0023289093896208257,-0.0053108017915008965,-1.1000000000000014,-1,2.9,0.00989309291797579,0.0028938366629828,0.00609821481160033,0.01209810299820238,-0.3476672173953883,0.02789256653130248,0.090971308364978
Alaska,186,737270,25.228206762787035,0.00858242083456661,0.06106870229007644,-0.06153846153846154,0.03200000000000003,0.02061855670103085,0.06371191135734056,-0.03735990037359904,0.01498058072868513,0.02109704641350207,-0.024281335639248836,-0.20000000000000018,0.010619035563725232,0.01300172683689027,0.5,0.29999999999999716,4.5,0.02253456160650502,0.00475461046839158,0.05114638637689905,0.01342911119207503,-0.09662161183965878,0.07771695749059022,0.07435784087271399
Vermont,164,644663,25.43964831237406,-0.00923861102261858,0.125,0.01226993865030667,0.01090909090909098,-0.03975535168195732,-0.01123595505617969,0.01957295373665468,0.03129445234708394,0.03510171519744709,-0.01386011053935543,0,-0.04081117349500818,-0.04108627798094622,-2.6000000000000014,-2.6000000000000014,2.6,-0.0306196119773221,0.00164079248238489,0.1110149782574278,0.00563800023144142,-0.3297202770355607,0.0604541945037081,0.07025316618766461
