OCC2010,emp_tot,emp_for,emp_nat,emp_noncit,n_obs,n_obs_for,foreign_share,noncit_share,usable
8720,487480.37709999987,95695.94000000002,391784.4371,67315.5607,159,27,0.1963072658827646,0.13808875979881985,FALSE
3840,485369.71700000006,27070.887099999996,458298.82990000024,9228.7183,196,7,0.05577374556311677,0.01901379088304349,FALSE
3200,469495.42419999995,60361.59869999999,409133.82549999986,14035.3669,159,14,0.12856695845940044,0.029894576552935873,FALSE
7560,441651.0938000001,8498.294899999999,433152.7989,6869.464400000001,124,8,0.019242100878501204,0.015554052727220935,FALSE
7850,427830.46730000013,137151.83179999999,290678.63550000003,91365.95539999999,140,42,0.32057518639463184,0.21355644906872195,FALSE
1710,423115.26779999986,52201.70969999999,370913.55809999973,34164.6198,140,11,0.12337467747600861,0.0807454195109525,FALSE
8256,416628.1208,63351.0847,353277.0361,13529.974199999999,127,14,0.1520566700547113,0.03247494233951382,FALSE
8330,416200.27879999997,162459.07969999997,253741.1990999999,124976.79729999998,132,36,0.39033870945114796,0.300280426674236,FALSE
8730,409485.61710000015,16708.7912,392776.82590000005,0,143,3,0.040804342087354825,0,FALSE
7030,391355.83230000007,8928.8288,382427.0035000001,4723.3058,120,3,0.0228151162269008,0.012069082431303271,FALSE
3120,383975.58690000005,27864.343300000004,356111.2436,0,125,8,0.0725680075781922,0,FALSE
7730,373826.96979999996,28114.1522,345712.81759999995,28114.1522,86,5,0.07520632397133162,0.07520632397133162,FALSE
7830,354155.4251000001,100920.81910000001,253234.60600000006,86012.2841,128,28,0.2849619459351887,0.24286592271094926,FALSE
5910,344105.5841000001,35791.669599999994,308313.9145000001,16200.6749,108,11,0.10401362620607349,0.04708053472126143,FALSE
510,322027.2149000001,45202.3657,276824.8492000001,39991.5155,113,11,0.14036815402088548,0.12418675704914775,FALSE
6830,308784.7687,7377.9716,301406.7971,0,135,3,0.02389357360812078,0,FALSE
8940,292697.2353,9315.0122,283382.22309999994,0,76,3,0.0318247358587196,0,FALSE
3900,247373.08179999996,19713.413399999998,227659.66839999997,19713.413399999998,89,9,0.0796910207713635,0.0796910207713635,FALSE
8850,246780.60939999996,30625.244900000005,216155.36449999994,10926.0439,70,13,0.12409907315837923,0.044274320930500155,FALSE
8910,157554.1581,16749.742,140804.41609999997,3746.79,53,4,0.1063110120481168,0.023780965511693467,FALSE
