state_name,nc_emp_pop_pre,fb_emp_pop_pre,n_noncit_pre,nat_epop_pre,nat_noba_men_epop_pre,nc_emp_pop_post,fb_emp_pop_post,n_noncit_post,nat_epop_post,nat_noba_men_epop_post,F1_d_noncit_emp_pop,F2_d_fb_emp_pop,F3_dlog_noncit_resp,N1_d_nat_epop,N2_d_nat_noba_men,E1_noncit_share_emp,E2_recent_share_emp,noncit_pop_2024,arrests,E3_arrests_per_100k,E4_arrests_per_1k_noncit
Hawaii,5.209211244889147,12.38534285007331,1137,82.30999207679838,80.77700653789178,4.47478313263129,11.969471821724857,1027,84.78220157753933,83.94803568175016,-0.7344281122578566,-0.4158710283484517,-0.10175128382197851,2.472209500740945,3.1710291438583766,0.07812690891364779,0.01860213074784561,86945.23896666664,420,29.312823662427935,4.830626782922766
Idaho,3.992374483208092,5.98947488896798,961,82.26139129960661,85.31905936837815,2.8460110947643713,5.071872458222277,543,81.57670477981094,83.58012401066739,-1.1463633884437208,-0.9176024307457027,-0.5708650890363574,-0.684686519795676,-1.7389353577107585,0.05902173432286366,0.0161467330309634,85849.74403333337,2190,107.89596464165484,25.509685843089716
Illinois,6.027825541916289,11.646728974484478,2224,83.35682925106215,80.00057989025237,5.263811502065477,11.608114113357104,1602,82.47359592337702,78.80196363461336,-0.764014039850812,-0.03861486112737467,-0.3280545277421689,-0.883233327685133,-1.1986162556390099,0.10016148113918233,0.023047224180559215,911747.0441999991,7914,62.2211830185702,8.680039107715496
Indiana,3.6170729643796107,5.641599198228468,724,82.67870436598798,83.58742673784603,3.366228422358425,6.361676809116309,491,81.99666330348882,82.91000828404701,-0.25084454202118556,0.7200776108878415,-0.3883472645911956,-0.6820410624991666,-0.6774184537990209,0.05608298931175706,0.01963518958785927,293334.03539166675,8452,121.20459470385252,28.81356740180076
Iowa,4.187896096351145,6.340711540871099,684,86.97675065628472,86.49566714114638,3.7482959710080075,6.009030578997792,485,86.3978019948905,84.76981186792759,-0.43960012534313764,-0.33168096187330676,-0.34380902668506685,-0.5789486613942216,-1.725855273218798,0.04975182811776638,0.02291466268972044,151858.09563333335,2797,86.37015897111742,18.41851096798589
Kansas,4.547840341766452,8.097964054558897,725,84.7838626552295,85.7131306379656,3.1078142199311554,6.019307014485238,443,84.78869854768723,85.6866133611249,-1.440026121835297,-2.078657040073659,-0.49260188480953904,0.004835892457734303,-0.026517276840706927,0.0610594380758162,0.023212736614379278,144347.89711666657,3758,126.2251362008854,26.034324538601798
Kentucky,3.6471632024456087,4.9919393738553,527,78.07072910951649,78.87771716769122,3.213671824479327,4.955624984128267,369,76.62786251773683,77.12608300832494,-0.43349137796628145,-0.036314389727032825,-0.35640390450083537,-1.4428665917796621,-1.7516341593662759,0.061845064634626724,0.032559493635067355,195338.68384166664,4944,107.31812356518446,25.30988692443223
Louisiana,2.729234428954123,4.332795704584444,851,75.39379024292454,75.17542046829271,2.9359579052317013,4.525094858042379,620,77.18128473318617,77.90240275402255,0.20672347627757848,0.19229915345793458,-0.3166926505342369,1.7874944902616363,2.7269822857298323,0.0460879286162116,0.01603645144266436,156431.01449999996,9401,203.5646440628567,60.09677831501887
Maine,0.8591693589271674,2.026731892714327,144,80.90580605860391,78.67644342560402,0.8716789435430523,2.080553465082983,107,81.8671813410235,81.27835035854464,0.012509584615884917,0.0538215723686557,-0.29698446511409493,0.9613752824195814,2.601906932940622,0.016538327008786966,0.005413579051453121,19596.414166666666,803,56.75417033601578,40.97688450399748
Maryland,6.655530535685124,14.911310900778794,1071,85.35870787628028,86.59150209745681,5.6672698418573475,15.125165615269788,775,82.65149101284968,78.01397521163743,-0.9882606938277769,0.2138547144909939,-0.32348504109440146,-2.7072168634306024,-8.577526885819381,0.09793531279800018,0.028230978342299703,472875.6129833332,9177,146.47233425379312,19.406794827297322
Massachusetts,6.990152541845158,14.636538947128875,2194,83.71995297602145,80.05658388639654,7.365777712874957,14.995333423862673,1668,85.08072374830552,78.17359608188599,0.37562517102979864,0.3587944767337987,-0.2741010579164831,1.36077077228407,-1.8829878045105488,0.1132229117577807,0.03657583524782029,606137.8377416672,9732,136.03418690638802,16.0557539787637
Michigan,2.5063227038652096,5.6734653209252786,796,81.68041815369911,80.44686875554999,2.5598970765224953,5.702025813375064,622,80.21349010687844,78.43503270776017,0.05357437265728571,0.028560492449785535,-0.24665909310520373,-1.4669280468206694,-2.0118360477898136,0.03795345578890957,0.013654585192997611,307096.8669833331,6386,63.05364476923314,20.794741615995008
Minnesota,4.339953646444577,7.666338316912312,734,87.57609957621358,86.59371043299915,3.697371822618424,7.019230237883069,471,85.77829025038544,85.83584614448814,-0.6425818238261534,-0.6471080790292429,-0.44365093459809746,-1.7978093258281405,-0.7578642885110014,0.052697216719106425,0.022050896603035466,260826.9077916668,6973,119.59718064182506,26.734204914048295
Mississippi,1.1379636572419154,1.8884787208841685,280,77.0402613324306,76.93819562020091,1.191239208368008,2.345774686102589,271,74.27139993940955,75.74210394709932,0.0532755511260925,0.45729596521842053,-0.03267078228954823,-2.768861393021055,-1.1960916731015914,0.021387364410208436,0.008297711620824984,42696.34419166669,4952,167.6280228559049,115.98182686953588
Missouri,1.9735845416140165,4.000278596658488,358,83.69028122060456,83.00076508376456,2.1556082315214655,4.266852662598488,309,84.88186796760772,85.15017573940533,0.182023689907449,0.26657406594000044,-0.14719170950295446,1.1915867470031571,2.1494106556407644,0.029810779721106753,0.011114765504767424,133427.35263333333,5230,83.40588156588083,39.197360187250105
Montana,0.7527482500864819,1.7265171549297424,185,84.04079058428873,84.24028785012639,0.7272963993561984,1.4549222273313125,136,85.0300998760863,86.20933035270065,-0.025451850730283554,-0.27159492759842996,-0.30770093934227205,0.9893092917975679,1.9690425025742542,0.014642399758359795,0.005036401189402439,10524.983524999998,340,29.702261040941945,32.30408857100801
Nebraska,4.098549893839701,7.702880829664022,760,88.04250569923146,88.63705224891137,4.536252451460275,7.806112935713565,602,87.71123200369432,89.16972857122089,0.43770255762057353,0.1032321060495427,-0.23306098797155617,-0.3312736955371349,0.5326763223095128,0.06268079439719522,0.016480692020322936,105670.63808333327,3072,152.22947800948066,29.071462572009644
Nevada,7.895926764374306,14.725477978525786,1599,79.58845334422399,80.38030202196077,6.476879985904371,13.458343609793285,1232,81.2162596058291,83.4783377954684,-1.4190467784699354,-1.267134368732501,-0.2607395687404894,1.6278062616051017,3.0980357735076325,0.11812696766225572,0.030305382836028526,305030.9622500003,4902,149.35159107278437,16.070499741538928
New Hampshire,2.0199317358060673,5.139324708470085,306,85.07538906261736,85.64555323678003,2.017166501911153,5.451439198626937,273,85.57908224183834,84.7520515816377,-0.002765233894914232,0.3121144901568522,-0.11411330676742093,0.5036931792209742,-0.8935016551423303,0.028474165186915857,0.007747263452840717,33829.95800000002,725,51.22436838587423,21.430709432154764
New Jersey,8.869008513533641,20.63431320385652,2279,83.17944722073234,76.68384579430463,8.682099517646254,20.6847396202626,1991,81.3296223849453,74.90288691395372,-0.18690899588738752,0.050426416406079255,-0.1350997251814885,-1.8498248357870466,-1.7809588803509087,0.14469038325273673,0.039893013619291894,945032.6945666666,17831,186.746946942439,18.868130280059983
New Mexico,4.340667986696431,7.473439984590343,1074,76.7371233952392,78.07404853020782,4.767420378258372,7.652621516225844,1468,77.2845010746333,74.69530641327313,0.42675239156194067,0.17918153163550077,0.31251093410565023,0.5473776793941028,-3.3787421169346885,0.07148684350203259,0.013864893052269574,117909.80720833315,6136,288.68528693040406,52.03977637889263
New York,6.710508508697742,16.26333060619115,3839,80.97527122927578,74.78818631405743,6.682056861178322,17.322506696446695,2996,80.6511738710076,74.26255098918826,-0.028451647519419865,1.0591760902555443,-0.24793385036368676,-0.3240973582681761,-0.525635324869171,0.11230925167502226,0.024410116657644164,1769574.8048999978,19343,96.70326505878512,10.930874437429116
North Carolina,6.0618282981491936,8.977273656509698,1927,80.31251456529907,80.53435075206784,3.8891689504022837,7.68390859967928,1033,80.18486733756079,80.2635840682632,-2.17265934774691,-1.2933650568304182,-0.6234971992947278,-0.1276472277382794,-0.27076668380463786,0.09277824006007909,0.02551903046298762,735751.4150749996,10059,89.82879751040545,13.671737211643181
North Dakota,2.9626110188209247,4.677724508394423,440,87.34151537117792,87.93447822932717,3.3418629838968164,5.579922185256137,490,87.16266757718327,87.22949540095897,0.37925196507589165,0.9021976768617144,0.10763066419236544,-0.1788477939946489,-0.7049828283682018,0.03763617340853473,0.02001948242740087,23114.32501666665,539,67.42911186226947,23.318872587079763
Ohio,2.0500395453624787,4.336115071883795,737,82.20544252118651,81.70127647135448,1.950537026765497,4.2482882555043515,489,81.78233544303492,84.07088555011889,-0.09950251859698178,-0.08782681637944378,-0.41022540271446406,-0.4231070781515882,2.3696090787644124,0.03358980029305253,0.015487328647009812,317602.54349166685,7101,59.66971163420728,22.358133288017303
Oklahoma,3.9938630530830004,6.05370932028904,716,79.06671700344243,78.8764362151098,3.282859928890617,5.75977076478947,564,79.83911943583416,81.38664015927482,-0.7110031241923833,-0.2939385554995706,-0.2386259154625865,0.7724024323917291,2.5102039441650135,0.06250819644611097,0.014802189717635082,173899.20374999996,9634,233.64848635360903,55.399908638167084
Oregon,3.6924375186022576,7.72498826601124,852,82.58360718312812,83.19362707679402,3.666438355747692,6.705379921114813,713,80.79409577189203,80.88784671889147,-0.025999162854565494,-1.0196083448964277,-0.17810510641501942,-1.7895114112360915,-2.305780357902549,0.06817677151895069,0.014246813753902299,197698.04682500006,2504,58.59247947742248,12.665780164315487
Pennsylvania,2.777354941328604,7.217766479292234,1094,82.54410332113241,81.58388608381564,3.408563931021063,7.46613858963715,937,83.74360615861542,84.59942326896875,0.6312089896924591,0.24837211034491613,-0.1549127007435045,1.19950283748301,3.015537185153107,0.047631485912094845,0.01423720237448546,473919.1974500003,12843,98.34271505835784,27.099556357083358
Rhode Island,5.819709456840071,11.654153325988155,692,83.4492385492491,78.80254583034554,5.115233778764452,11.477792506211726,558,83.51737480948077,78.27852964436035,-0.7044756780756192,-0.1763608197764288,-0.2152269932363584,0.06813626023166819,-0.5240161859851895,0.07713194784605305,0.018550644734826056,81829.83592500008,882,79.13713604319703,10.778464725364769
South Carolina,3.990125877502813,6.171840568749639,934,78.9378715299734,81.74604758202705,3.86156340884918,6.684302785318735,667,82.3655963209371,83.08006831474786,-0.12856246865363286,0.5124622165690962,-0.3366863923132195,3.427724790963694,1.3340207327208162,0.0602425317075523,0.025563360107540508,248647.50404166707,7991,143.45793402622564,32.13786533188328
South Dakota,2.215155930005808,3.7503061096709334,329,87.8351017142948,88.89994454315702,2.3841132652511674,3.990006225244494,277,84.90813802461017,85.70786558887617,0.16895733524535927,0.23970011557356052,-0.17204024457803335,-2.9269636896846265,-3.192078954280845,0.028280193416143816,0.013445259216756475,22038.132391666662,1028,109.93547172797602,46.646420927606385
Tennessee,3.2465072809679225,5.316655303275771,800,79.1174748184714,79.14830072215248,3.4618142445370745,5.738594390307662,606,78.30482260490444,78.23062442223326,0.21530696356915202,0.4219390870318911,-0.2777317415986129,-0.8126522135669489,-0.9176762999192221,0.053377941668111495,0.020527337465370322,270669.3373000001,14905,203.7572815374714,55.067190649230575
Texas,9.74162047210683,15.925034052905549,8386,82.02164785416369,83.95389595337507,8.239308143915546,14.828581566078839,5758,80.79843660547071,81.92142739385967,-1.5023123281912838,-1.0964524868267098,-0.3759734565585866,-1.2232112486929765,-2.0324685595153937,0.14721455177083756,0.04387032234874147,3521956.6706833164,143233,451.69917546995936,40.66858663886131
Utah,5.258850789219592,8.082678555462968,1176,81.2547730186879,84.77510303462444,5.511743962556934,8.707786015093019,1068,81.88051132078245,85.99708271752606,0.25289317333734207,0.6251074596300512,-0.09633110893843178,0.6257383020945468,1.221979682901619,0.07349933240112189,0.029558220478590004,196890.26437499982,7693,217.38368715285864,39.072526132362796
Vermont,1.6697613248339045,3.727726384190803,311,85.22943558595743,83.00693078018394,1.0338915179787675,3.2587486803299877,186,82.16747438822523,79.06167973918775,-0.6358698068551369,-0.46897770386081516,-0.5140462384660323,-3.0619611977322023,-3.945251040996183,0.02231217995014134,0.009265230841544302,12834.019150000002,164,25.43964831237406,12.778537890836791
Virginia,5.111817835551035,11.804805978041218,1209,83.6971517434489,81.53266024464611,4.75850585935968,10.970186489453326,876,82.53342018061278,83.34120379329441,-0.353311976191355,-0.8346194885878919,-0.3221827596784008,-1.1637315628361193,1.8085435486483021,0.07941763352407202,0.018393918868787426,489346.0820416666,15571,175.34698624689997,31.82001567282226
Washington,6.77866911434616,12.297262448999774,1792,79.54687786169953,80.71639256607335,7.33296390811591,13.356427987161224,1596,79.8703070138031,80.05781897916987,0.55429479376975,1.0591655381614498,-0.11583181552512123,0.3234291521035715,-0.6585735869034863,0.10168466782162135,0.025686659415967913,626186.5628333343,6438,80.46474074555495,10.281280982571223
West Virginia,0.8980646433521814,1.5095116352393405,236,75.4120538881395,75.03071330861916,0.5020536259627547,1.3245225044972952,133,75.32186138142389,77.23426361683141,-0.3960110173894267,-0.18498913074204526,-0.5734826768038568,-0.09019250671560997,2.2035503082122574,0.013247583914318663,0.0050488317794387585,17327.324141666664,2960,167.5964684706313,170.82845428407194
Wisconsin,2.8618133573783586,3.9841138372606655,543,85.89288481997146,86.3454858405357,2.8218024104850192,4.882074144913605,356,85.17457839845541,86.43549842915834,-0.040010946893339394,0.8979603076529394,-0.42217858908190475,-0.7183064215160471,0.09001258862264194,0.04201374395083827,0.009380802317439055,190481.7016833335,2620,43.865619182468755,13.754602026580073
Wyoming,1.3144680370587198,2.4490912826984585,275,84.06466731414395,87.19935307337023,1.3649515139740238,2.45805467752437,243,82.02197471777949,85.36005622538899,0.05048347691530397,0.008963394825911575,-0.12370965432602343,-2.0426925963644607,-1.8392968479812453,0.01982997873717389,0.007746645860936938,9686.61394999999,1762,299.27660665847986,181.90050817499565
