OCC2010,nat_emp_0,nat_lf_0,nat_unemp_0,nat_emp_nc_0,nat_lf_nc_0,nat_unemp_nc_0,for_emp_0,nat_hrs_0,n_nat_0,nat_emp_1,nat_lf_1,nat_unemp_1,nat_emp_nc_1,nat_lf_nc_1,nat_unemp_nc_1,for_emp_1,nat_hrs_1,n_nat_1,foreign_share,emp_tot,d_log_nat_emp,d_log_nat_emp_nc,d_log_for_emp,d_nat_unrate,d_nat_unrate_nc,d_nat_hrs
1420,400834.6181000001,406456.32170000003,5621.7036,34048.0212,39669.7248,5621.7036,16761.273400000002,39.85825357271852,135,404354.10380000016,411121.59070000006,6767.4869,7460.545,7460.545,0,64020.27559999999,40.8651781071566,117,0.09589901009954684,1405813.620600001,0.008742070072804253,-1.518143448521906,1.3401287687491656,0.0026300197255263186,-0.1417126947147362,1.0069245344380846
1430,2645577.3501999984,2701360.2760999985,55782.9259,724517.2736999999,747419.9838999999,22902.710199999998,680773.2457999998,42.53769803368684,759,2420118.7618000023,2464622.9040000034,44504.1422,489446.9851,489446.9851,0,721011.6054999995,41.91582219218168,644,0.1899980702850323,9441475.710299969,-0.08907270725103444,-0.39222945179524515,0.057425955240944404,-0.0025927582311791528,-0.030642357300235415,-0.6218758415051582
1450,361063.6033,367833.5155,6769.9122,120659.99949999999,120659.99949999999,0,223890.93509999994,42.926091401964584,123,488934.6967999999,494626.77079999994,5692.074,163805.51489999998,163805.51489999998,0,155169.96910000007,41.325438592780614,126,0.30298443927838786,1801811.0533999992,0.3031748069402802,0.30570317048162465,-0.36663794544832307,-0.006897010683400907,0,-1.6006528091839698
1460,3828376.4774,3847424.0249000005,19047.5475,731566.1782999998,731566.1782999998,0,946385.5974999996,42.523112445107465,1106,3365376.8721,3407863.888400001,42487.01630000001,687482.0937999999,693179.9255000001,5697.831700000001,862588.3401000004,42.192962818819154,876,0.19285613759063008,14741996.803000012,-0.12890086260521194,-0.0621519018579928,-0.0927125273881586,0.007516618047569133,0.00821984522400887,-0.33014962628831057
1530,6124076.965899997,6274864.739499998,150787.7736,1119065.8395,1160039.6555,40973.816,2119796.9692000006,41.68128187668987,1842,5613328.497300003,5743790.293300001,130461.796,1027651.2924,1093203.6150000007,65552.3226,2007165.8271999997,41.391686620019456,1499,0.23544496117372996,24266666.36660002,-0.08708418701001719,-0.08521836563980756,-0.05459662403692889,-0.0013169046049990966,0.02464245928627396,-0.28959525667041675
1540,1461642.891,1516962.5648000003,55319.67380000001,1066406.0493,1079282.7578000003,12876.708499999999,165951.3575,40.3549304681732,493,1109875.4390000005,1117319.6909000005,7444.251899999999,635050.8297,635050.8297,0,240809.16699999993,40.28083326015947,324,0.11480872125287736,4655438.397599999,-0.2753132789788779,-0.5183443990245458,0.3723100633396612,-0.02980479752786442,-0.011930801642979787,-0.07409720801373254
1550,4491970.079700007,4558076.058900004,66105.97920000002,3419336.9899000004,3472486.1358,53149.145899999996,718377.4077999999,41.2777179845166,1451,4137106.2016000017,4211364.023900001,74257.8223,3011995.974899998,3043820.628399997,31824.653500000004,770606.8296000004,41.01190024727906,1146,0.16276453063354832,16439731.659499986,-0.08229481774458769,-0.12684369609621982,0.07018322630354312,0.0031296803228079706,-0.004850294967587234,-0.26581773723754054
1560,741361.2195999998,754987.2479,13626.0283,663897.7879999994,677523.8162999994,13626.0283,58303.26469999999,39.95862252409572,271,724136.6576999996,736717.2906999997,12580.633000000002,683985.9561999994,696566.5891999993,12580.633000000002,7286.3413,42.00954802778614,213,0.05501143994496767,2687161.3095000014,-0.023507854058538058,0.029809181647943106,-2.079656549323026,-9.714155959401269e-4,-0.0020505925436289305,2.050925503690415
1610,1175496.5927999988,1194491.7520999992,18995.1593,0,0,0,159145.7628,40.39423316069951,421,1035364.6712999999,1046710.1274,11345.4561,0,0,0,283497.06020000007,40.529434225992404,333,0.14375466266649098,3993389.439699993,-0.12693698640184792,NA,0.5773812240151397,-0.005063136567763242,NA,0.13520106529289677
1640,308596.345,320268.4948,11672.1498,0,0,0,4954.7831,41.97580909949391,124,252182.28380000003,253473.03140000004,1290.7476,0,0,0,12540.9643,41.5540759492044,107,0.03769684011206462,1024560.0369999998,-0.20188192161441343,NA,0.9286470373167646,-0.031352640929648234,NA,-0.421733150289505
1650,807841.4660999998,820195.9607999998,12354.4947,0,0,0,784817.9738999997,41.01873520069151,241,752869.0180999996,765542.0940999995,12673.076000000001,0,0,0,632708.2732999998,42.947991616779774,206,0.5193071167008078,5206876.431000001,-0.07047456802547636,NA,-0.21544235826304003,0.001491524375678394,NA,1.9292564160882648
1720,764145.4732999998,764145.4732999998,0,0,0,0,293367.1314,41.852156342774066,256,874930.4899999994,905381.3277999995,30450.8378,0,0,0,324634.9898,40.84251406647762,236,0.29065425789219757,3102695.163800002,0.13538626208273286,NA,0.10127661001472354,0.03363316302755324,NA,-1.0096422762964465
1740,955376.3446000005,962083.1763000006,6706.8317,0,0,0,42934.48040000001,40.5608858164355,299,1050795.0496999994,1058727.5122999994,7932.4626,0,0,0,66580.8452,41.21052961670874,345,0.05752896823705886,2909221.5752999987,0.09519700585065038,NA,0.438741684532614,5.212938849758373e-4,NA,0.649643800273239
1760,3717835.8043000004,3816007.0060000005,98171.20169999996,0,0,0,2211114.044999999,40.288297560427914,1118,2202148.068799998,2356641.633899997,154493.5651,0,0,0,1620767.600599999,40.013592570545775,707,0.3749868040772111,16309238.348399991,-0.5237084470419173,NA,-0.31059661672343,0.0398305059035744,NA,-0.27470498988213876
1800,162626.0492,163396.685,770.6358,0,0,0,149014.27539999998,41.350840519588786,95,230557.61330000003,234164.51790000004,3606.9046,0,0,0,114124.57809999997,40.03388506013433,115,0.5540373286827508,1012123.2097000012,0.34904739198094425,NA,-0.2667514673252107,0.010686943611293805,NA,-1.316955459454455
1820,2609421.3194000004,2616906.3607,7485.0413,0,0,0,215438.85310000007,37.052309424221946,779,2120928.194,2143788.8764000004,22860.6824,0,0,0,118276.8826,35.488108719103195,663,0.06847488176291713,8139495.858200018,-0.20727465982285764,NA,-0.599648786432434,0.007803418459254486,NA,-1.5642007051187505
1840,429468.5644999999,431238.61079999985,1770.0463,0,0,0,37164.0816,40.85092292992896,132,425248.81400000013,431075.7370000001,5826.923,0,0,0,40658.5383,39.27897455767782,138,0.06782737234847679,1393617.7494,-0.009874105501646468,NA,0.08986611176816339,0.009412604045189066,NA,-1.5719483722511427
1860,512864.2557,529929.4199000002,17065.1642,49251.419400000006,60721.9267,11470.507300000001,55750.602599999984,38.030171296910154,248,646368.5268999997,702846.9462999995,56478.419400000006,50818.5423,65941.2148,15122.672499999999,75894.19619999999,38.11091227155563,245,0.11216980667631544,2001171.7381999996,0.2313586148171911,0.03132310638412861,0.3084519958242957,0.048153929059775,0.040433438365437724,0.08074097464547236
1900,490366.93219999986,503681.02959999995,13314.0974,354210.261,366249.6081,12039.3471,119561.88610000005,38.91272823266452,164,337039.02789999987,358187.75119999977,21148.7233,176540.7532,189464.4233,12923.6701,99238.4792,40.818126386914535,127,0.1637581907817168,1707371.7574999991,-0.37495521864825854,-0.6963389483996973,-0.18630827839399444,0.032610091792478604,0.03533962019249379,1.9053981542500154
1920,667975.9122000001,672413.1571000001,4437.2449,423220.6813,427657.92620000005,4437.2449,98111.1676,41.123422907139435,192,674748.4379000005,696560.3354000004,21811.8975,376115.1268,395662.77460000006,19547.6478,226082.4163000001,42.218437361995,187,0.12727969490887064,2055459.8530999995,0.0100878235101316,-0.11799846338468178,0.834798407656713,0.024714737313488,0.03902913182244789,1.0950144548555656
1965,3838800.8371,3928606.2942000004,89805.45709999999,1917976.5546,1960866.2819,42889.727300000006,614496.5862999998,38.12659823863626,1174,3914226.034500003,4021906.867600003,107680.8331,1724693.5534000013,1783064.1230000008,58370.56960000001,723238.0283000004,39.09142445154271,1161,0.14925303800599604,12646596.226900049,0.01945758173764922,-0.10622136800873605,0.16293501733244398,0.003914208949648203,0.010863255779203225,0.9648262129064449
2000,11492692.400200013,11688813.46160001,196121.06140000004,2123871.1563999997,2202396.4768,78525.3204,1055251.1651000006,38.08084136658068,3586,10788385.85390001,11077829.85950002,289444.00559999986,1934620.8857000002,2067688.83,133067.9443,753561.0966999998,37.603021774872694,3153,0.08314849038993559,37724280.25560007,-0.06324121833668528,-0.09332905812797243,-0.3367239901058756,0.009349696629230124,0.028701396126929464,-0.47781959170798416
2010,9679789.934000004,9828149.928700006,148359.9947,1836323.9392000008,1889448.059700001,53124.120500000005,1325006.0088,39.839797816772105,2862,8423081.259600002,8542109.363300001,119028.1037,1905526.8920999975,1949701.5577999975,44174.665700000005,921546.9145000001,39.25899102639082,2314,0.119402429617988,32222043.09249989,-0.13906449338671578,0.036992840008142736,-0.36311858652483053,-0.0011611389497588886,-0.005459068763229366,-0.5808067903812884
2015,753790.9584999996,753790.9584999996,0,68070.21659999999,68070.21659999999,0,13935.543699999998,41.66033117435029,237,733394.1870999993,759324.2244999993,25930.0374,87740.1106,87740.1106,0,24324.9619,41.08012087328522,188,0.02452679012715351,2630624.087600004,-0.027431756555671427,0.25383938680647766,0.557060384744231,0.034148834665553365,0,-0.5802103010650725
2016,2728138.476800005,2803641.7822000044,75503.3054,1408200.7217000003,1468222.282900001,60021.5612,297624.74640000006,37.85088110275307,921,2176862.2299000006,2232082.3738,55220.14389999999,1135801.6926000004,1156389.4846000003,20587.792,217407.6323,37.41644083187092,618,0.1044278780944698,8893201.312199995,-0.22573500411553837,-0.21497406691375254,-0.31405937148112706,-0.002191144685276522,-0.02307692178843712,-0.4344402708821491
2025,1198935.9148000001,1336877.1598,137941.24500000002,415741.4823,529003.2473,113261.76499999997,179037.3018,37.61234010757005,442,1291188.7184000004,1327485.5837000003,36296.8653,479180.23600000015,493043.71900000016,13863.483,266475.96540000004,39.34454139477179,379,0.12742183065820736,3861531.964799995,0.07412885545386771,0.1420131719005795,0.3976898793478423,-0.07583912190090937,-0.1859859399199053,1.7322012872017396
2040,3991930.7672000015,4090182.576000001,98251.8088,904897.9,921111.7292000001,16213.829200000002,636529.6898,41.969750777289256,1368,4155285.8486999976,4183350.240999997,28064.3923,741881.9570000006,759857.3926000007,17975.4356,777937.0565000003,39.67048872595067,1296,0.12468916323768718,14845870.476100044,0.04010620684568522,-0.19863197674544608,0.20061455434966646,-0.01731278227522149,0.0060538712920155564,-2.2992620513385873
2050,843780.8706999999,844595.4481999998,814.5775,191429.65440000003,192244.23190000004,814.5775,69931.898600000015,36.185039537649736,230,713563.5932999997,717326.4436999997,3762.8504,124522.02550000002,128284.87590000001,3762.8504,37785.425500000005,37.74176281293207,199,0.06305301926986377,2615369.612900002,-0.16762126740703387,-0.4300377892827445,-0.6155984318626526,0.0042812008904060585,0.025094786432951773,1.5567232752823372
2060,929069.5099999993,943469.8138999995,14400.303899999999,376103.84859999997,376103.84859999997,0,68763.7412,31.464222448915258,291,843482.8547000001,856859.1026000001,13376.247899999998,330937.1498,344313.39770000003,13376.247899999998,63153.3457,37.524166283443975,241,0.07840305582962438,2849392.6790999966,-0.09664398300319554,-0.12793682075140111,-0.08511076097597581,3.4765888681903556e-4,0.03884904853936213,6.059943834528717
2100,13633597.87659999,13735564.273699982,101966.39709999999,119235.20510000002,120498.27280000002,1263.0677,1178106.4813999997,43.77205332190857,4507,12020805.844800018,12114400.301600017,93594.4568,79182.9454,79182.9454,0,914189.6991,43.70279320981921,3746,0.0730282130268677,44387595.2436,-0.12589820948745611,-0.40933711605051926,-0.25362565363881906,3.0235271921208364e-4,-0.01048203987202711,-0.0692601120893599
2145,4385391.8365,4495235.152700002,109843.31619999999,2093685.0679000001,2124865.6903999997,31180.6225,643136.5368000001,38.567750955002964,1342,5183490.077,5327021.147899997,143531.0709,2158346.8600999992,2184605.3362999996,26258.4762,596604.1331000001,39.34746625081308,1455,0.121119377803315,15699856.52739999,0.1671996092228376,0.030416882361574693,-0.07510324527236634,0.002508465441103034,-0.002654381283872574,0.7797152958101137
2160,1986611.8225000026,2027448.6169000021,40836.7944,915073.8759000005,955910.6703000006,40836.7944,262448.9187,40.17712603911671,708,1550532.268600001,1560909.4391000008,10377.1705,787827.3154999999,798204.4859999999,10377.1705,220847.22069999998,39.18824016959891,512,0.10380184856169695,7338308.600999995,-0.24783231482397738,-0.14972587762875733,-0.17258531426326762,-0.013493806020480201,-0.029719662298807445,-0.9888858695177944
2200,9906035.538600003,10022060.418400003,116024.8798,645089.4929999997,650547.9886999996,5458.4956999999995,2853593.1717999997,39.5961350133138,3247,8322453.7354999855,8443324.542199984,120870.8067,523089.0497000001,530066.906,6977.8563,2388484.482299998,39.41397790197345,2639,0.22278998822635704,38214460.11949999,-0.17418709025796275,-0.20963733932431694,-0.17791990523480905,0.0027385979429965183,0.004773492890083485,-0.18215711134034507
2300,6511161.314400001,6660332.739100001,149171.42469999997,3476522.5057000006,3567563.024000002,91040.51830000001,1240119.8900999995,37.376000656342484,2004,5894767.100700006,6049348.167400005,154581.06670000005,2959029.1345,3053614.6621000017,94585.5276,1007409.2773999997,36.65418591627846,1673,0.133088717038044,23342806.60479992,-0.0994528043498093,-0.1611712947695665,-0.20782609696916587,0.0031563498334245925,0.00545597324548364,-0.7218147400640262
2310,39783777.86390011,40671619.94900016,887842.0850999999,2336539.8527,2482961.2114999993,146421.3588,3403322.1035,40.8260754508475,12320,34597311.622999966,35281330.40219997,684018.7792000002,1890076.1659000022,1963740.2694000024,73664.10350000001,2948148.5332999993,40.56512772020499,9685,0.07980012548717913,125141333.00460055,-0.139683257555415,-0.21205401191569528,-0.1435746863578622,-0.0024419672491592104,-0.02145831575332926,-0.2609477306425063
2320,9777653.954100024,9925743.448100023,148089.49399999998,310908.3465,320363.5676999999,9455.221200000002,594804.1042999999,41.513977579933425,3165,8174483.879600008,8312375.226400003,137891.3468,340663.03830000013,377289.8536000001,36626.8153,783837.5634999997,41.15808966985191,2422,0.07172171490877181,34035771.1288,-0.1790819924801763,0.09139566829887258,0.27596969460563336,0.0016689434681605407,0.0675646840869307,-0.3558879100815133
2330,3500209.3702999977,3544777.7250999985,44568.3548,480636.00190000015,484956.02480000013,4320.0229,280329.5902,40.24087011215918,1085,3557843.5220999992,3612000.926699999,54157.4046,448158.32489999995,478745.8146,30587.489700000006,265467.48629999993,40.19893849330436,1127,0.06348321945869298,12373282.554000009,0.016331822310906574,-0.06996365703994911,-0.054473647742121045,0.0024207787412197004,0.05498280505685591,-0.041931618854818
2340,11903246.897599984,12267974.892499974,364727.99489999964,4998795.5781999985,5163651.336699999,164855.75850000003,1728828.0074999994,32.368844520239705,3759,12530066.144999973,13347348.573699964,817282.4287,4819809.850200003,5136559.110000004,316749.2598,2088904.431400001,30.797553028612626,3701,0.13338318252337353,38894825.34119988,0.05131983638570503,-0.03646252193844646,0.1891960064127911,0.03150172897909164,0.029739452002989088,-1.571291491627079
2400,855309.1584,909016.4789999999,53707.32059999999,173209.9612,182585.66820000001,9375.707,39416.36260000001,37.22859751799877,276,674579.3204999999,714959.8256,40380.5051,108628.49590000001,122405.69239999999,13777.1965,46002.5637,37.711807387708284,250,0.06435099865256869,2673310.086899998,-0.23737372465543594,-0.4665707409098534,0.15451610303551355,-0.0026034855870739892,0.061203927749420475,0.48320986970951196
2430,1820623.1674000002,1861157.7519999999,40534.5846,380377.08669999987,395996.82269999984,15619.736,119454.04119999996,36.27596290918205,621,2102251.2365000006,2139510.514100001,37259.2776,276361.91040000017,285040.4722000002,8678.5618,135155.12859999997,36.681377810305804,626,0.06836476307621207,5939314.522999995,0.1438299457563854,-0.3194518177849215,0.12349151453995333,-0.004364370281189401,-0.008997323898201362,0.40541490112375556
2440,449901.66719999985,459322.3713999999,9420.7042,323180.86479999986,331978.8871999999,8798.0224,34259.2922,25.984777290903807,154,327704.74890000006,336120.7441000001,8415.995200000001,199879.4716,208295.46679999997,8415.995200000001,47871.9699,29.756548370514377,105,0.11552879185558024,1235253.2733000012,-0.3169159943446953,-0.4804975765623247,0.3345723205706399,0.0045286018085636814,0.013902367997357622,3.77177107961057
2540,13593402.291100044,14292073.127800053,698670.836699999,8878697.506300004,9348946.3338,470248.8274999998,3047415.8060000017,34.51043381975332,4392,13242939.477800032,14020193.53110003,777254.0533,8855790.687600013,9303523.301700016,447732.61410000006,2911875.1415999993,34.29741484909006,3863,0.1821069382313497,51077154.90599977,-0.026120008569304076,-0.002583308995282252,-0.045496702538827094,0.006552984061285939,-0.0021746009168947256,-0.21301897066325637
2550,2323425.2843999993,2362018.8622999988,38593.5779,437397.92240000004,437397.92240000004,0,171204.7187,36.16899045615594,684,1518445.716100003,1544292.7119000028,25846.9958,268569.5018000001,279130.4940000001,10560.9922,163017.9538,37.86392206185432,468,0.07381515847919534,6621665.389199992,-0.425355256043229,-0.4877336257516873,-0.04899968507439745,3.9787565346178014e-4,0.03783532228478052,1.694931605698379
2600,3555692.6206999985,3788893.686599999,233201.06589999996,1659439.0372999997,1755774.7569,96335.71960000001,500619.8259999999,37.222293847838685,1217,2901183.2139999997,3005528.5069999993,104345.293,1248038.8153,1272250.3481999997,24211.532900000002,453594.6357000001,36.39513913671805,837,0.128285004002151,11755135.317099994,-0.20343121568368794,-0.28490624445333346,-0.09864305640265592,-0.026830805322384008,-0.03583744759285622,-0.8271547111206345
2630,9425859.002000012,9677855.163300013,251996.16130000004,3277683.144799997,3390415.9038999965,112732.75909999998,1928044.6552999998,38.50046549777727,2851,8741681.193199975,9201978.640899979,460297.4477,2802630.535700002,3016902.186400003,214271.65069999994,1725445.6626999993,38.48144527178103,2416,0.16059500539235688,34490864.472200066,-0.07535434260602791,-0.1565783613302809,-0.11102098507901204,0.023983142417261842,0.03777330958646351,-0.019020225996243312
2700,614495.1624999999,782389.3893999999,167894.22689999998,352468.71220000007,391606.2091000001,39137.496900000006,24851.037999999997,31.136271072962565,192,514965.5132,629888.2946,114922.78139999999,244726.5721,311245.89770000003,66519.3256,28286.5911,36.22345141957715,151,0.09197239537673636,1967252.7997000008,-0.1767011229599298,-0.3648203035245299,0.12948835734961506,-0.03214218254342849,0.11377857473587577,5.087180346614588
2710,1778711.0712999983,1870520.523499998,91809.4522,330285.35599999997,340146.4189,9861.0629,168109.7928,42.350462917325565,525,2282773.346300002,2388301.011200001,105527.66489999999,454869.7930000001,483498.92070000013,28629.1277,396291.7033999999,41.53341621370737,584,0.09212924793662904,6329891.129699995,0.24950209897447806,0.32005421280467417,0.8575332703092204,-0.004897056621668186,0.030221750621299365,-0.8170467036181961
2720,4283123.4756999975,4507503.238899998,224379.76319999993,2052552.7761000004,2173793.8595000003,121241.08340000002,462310.08239999996,30.052652000455083,1296,4233213.509399999,4440632.757699998,207419.24829999998,2096573.2741999987,2245823.2516999985,149249.9775,487951.76609999983,30.728333048781998,1237,0.11512676746510168,13588973.756900024,-0.011721127943170373,0.02121996264984105,0.05398072103798235,-0.003069778271053175,0.01068273289971898,0.6756810483269149
2750,2096636.1903000006,2168560.2933,71924.103,932684.7824000006,991340.0315000005,58655.2491,323038.8950999998,30.91476259506655,634,2076679.4896999982,2117936.2900999985,41256.80040000001,764317.3542000003,786009.3684000002,21692.0142,281846.1523000001,30.359647343176174,586,0.12406150859974484,7712187.530999988,-0.009564027383017759,-0.1990842019604031,-0.13641137139253523,-0.013687035318209334,-0.03156998548587302,-0.5551152518903741
2760,758620.4522,782183.8886,23563.4364,365413.6278000002,382550.3144000002,17136.6866,45713.7351,34.86894773142775,218,570845.3035000002,652065.5395,81220.23600000002,371233.01090000005,420788.2412000001,49555.230299999996,100404.8772,33.2909394178825,158,0.08931102308644155,2356476.1664000023,-0.2843833384613923,0.015799988369334272,0.7868119817885937,0.09443320578954167,0.0729717189107289,-1.5780083135452543
2810,693633.5386000001,724741.2924999997,31107.7539,58210.275499999996,58210.275499999996,0,124996.11750000001,35.619124343081566,287,799781.7056000005,847903.2732000003,48121.5676,197502.9776,202843.4168,5340.4392,81534.90280000001,37.62774953864371,291,0.17065464910723482,2710786.1668,0.14239504375245637,1.2216917665470124,-0.42725149303348076,0.013831042025079801,0.02632789017385552,2.0086251955621464
2825,1541526.9538999991,1573214.8016999988,31687.8478,229331.74489999987,229331.74489999987,0,81229.74890000002,39.81624927310484,524,1332774.8922999979,1402776.3762999985,70001.484,154339.50669999997,166845.9625,12506.455799999998,192385.87219999995,41.25316346754299,443,0.06643748911796139,4486922.384600001,-0.14551029974966134,-0.3960148580989884,0.8622215603859829,0.029759999163570146,0.07495809675346503,1.4369141944381525
2830,1444055.675500002,1496658.8852000015,52603.2097,248272.93240000005,253863.28410000002,5590.3517,103969.94720000001,38.11381436177771,461,875387.5378000002,916963.5984000001,41576.060600000004,132689.60230000006,133273.53540000005,583.9331,158204.1853,38.168023430039625,271,0.0916619272635756,4348299.164099993,-0.5005441865008713,-0.6265160915601875,0.41978462258486715,0.010193921911019088,-0.017639648291029902,0.05420906826191185
2840,693172.7473000003,730312.0395000003,37139.292199999996,170069.05599999998,183195.6013,13126.5453,55733.7605,39.24816716504163,207,636163.7501000001,637243.478,1079.7279,91165.67740000002,91165.67740000002,0,37232.83900000001,39.918633429106976,173,0.10273876357852713,1999044.460400001,-0.08582324381789341,-0.6235260843865529,-0.40339493574173524,-0.04915963250776395,-0.07165316856327816,0.6704662640653467
2850,2985091.353399999,3083393.5857999977,98302.23240000001,387659.96979999996,393883.56789999997,6223.5981,195791.82049999997,37.5648993872771,946,2306442.330700001,2400822.6273000026,94380.29659999999,494970.9121999997,518807.9509999997,23837.0388,73523.2644,35.50543958038337,688,0.07546449905108689,9683658.415399972,-0.257924129775402,0.24437040871493032,-0.979450075868538,0.007430466966778619,0.03014518189083077,-2.0594598068937344
2860,1042700.810200001,1059095.8798000012,16395.0696,390671.79750000004,401517.70410000015,10845.906599999998,499370.2098999999,33.61679822431078,307,629102.4881000002,709376.7246999998,80274.23659999997,241700.68289999987,292329.4605999998,50628.7777,738212.0832999997,36.26714767384046,210,0.3555366986210377,4610081.000799996,-0.5052753772331773,-0.48016770180618984,0.390883434776935,0.09768139373389423,0.14617854068304817,2.650349449529685
2900,1262164.5472999995,1323894.7495999995,61730.20230000002,685207.1123000003,709418.7465000002,24211.6342,192544.33619999996,39.310819042203505,360,1185669.8729,1272534.5296999996,86864.6568,603595.5080000001,665739.5981,62144.0901,177582.0965,38.873566669565705,305,0.12893047457582502,4537491.037900003,-0.0625202332972492,-0.12681686143375437,-0.08089342764970908,0.021633412802559177,0.05921710889766204,-0.4372523726378006
2910,2178600.1153999995,2250651.831299999,72051.71589999998,991280.9406000007,1049403.7671000008,58122.826499999996,427353.77590000007,35.94014273838259,614,1896932.6087000014,1978803.3505000016,81870.74179999999,927289.7958,957715.4187000002,30425.622900000002,297773.67500000005,33.20269533907255,551,0.14266501935993356,7778628.963699995,-0.13844435651184028,-0.06673185264209636,-0.3612784670991367,0.009360154169783766,-0.023617563513058736,-2.7374473993100423
2920,1361986.5448000005,1459774.867200001,97788.32239999999,506240.84439999994,565747.8918,59507.0474,145927.93490000002,38.56852020609289,398,1187780.2642999995,1304822.6437999988,117042.37950000001,476484.7368999997,501073.1880999998,24588.451199999996,116014.28920000001,36.94628417808854,312,0.07614474637135307,4712274.2382,-0.13685808755475115,-0.0605768422295796,-0.22939953699549065,0.022711205097354456,-0.056111400502699756,-1.6222360280043517
3000,592709.2792999997,593830.5690999996,1121.2898,49558.5247,49558.5247,0,39116.5732,36.824180785597456,195,667531.1337000004,667531.1337000004,0,14286.2368,14286.2368,0,65876.2656,39.069805069202545,176,0.10171116279185866,2076207.2825000004,0.11888200678153815,-1.2438576760959439,0.5212319746284386,-0.0018882318599721289,0,2.245624283605089
3010,1500840.8184999991,1509806.2282999991,8965.409800000001,0,0,0,498102.3878000001,37.6280359737642,481,1519416.6603000008,1519416.6603000008,0,0,0,0,570301.2464999999,37.98461730900109,437,0.2278689435085598,5692008.255400001,0.012300988351068298,NA,0.1353590699675955,-0.005938119496363987,NA,0.3565813352368892
3030,1324927.6030000004,1357991.0318000005,33063.4288,471878.95729999995,500282.7943999999,28403.837100000004,214756.72049999997,36.78665998042317,411,1213648.2641000003,1228749.6618000004,15101.3977,221222.23800000004,225966.90970000005,4744.6717,134869.9918,38.054663936937814,342,0.12284336666611397,4773133.766299999,-0.08772690107484316,-0.7575547082503302,-0.46519456417374627,-0.01205725775074157,-0.03577836565935085,1.2680039565146473
3040,416870.4798000001,416870.4798000001,0,0,0,0,92845.80969999998,35.38644802741692,147,456574.06880000007,456574.06880000007,0,0,0,0,65539.7714,37.31599121491089,121,0.11458978277506872,1518084.075099999,0.09097536698991071,NA,-0.34828300168282844,0,NA,1.9295431874939695
3050,3301677.544899995,3331923.2726999954,30245.7278,160619.7455,160619.7455,0,658177.4460000003,38.615903916518256,1041,2883274.422499998,2974022.0610999996,90747.63859999999,96462.5761,96462.5761,0,864089.0180000003,37.277146721837575,870,0.19560108239076213,12696668.162799953,-0.13550408568323213,-0.5098846215829251,0.27220122384776424,0.021435879966121577,0,-1.3387571946806816
3060,8747114.68660001,8794495.048400013,47380.361800000006,0,0,0,3015055.126900002,47.05459292081541,2806,8921664.225199997,8978889.833299993,57225.60809999999,0,0,0,3140137.1218000036,46.60966744847031,2483,0.2628985097426862,36415320.133500025,0.019758605634155657,NA,0.04064835410547296,9.85847821621622e-4,NA,-0.4449254723450977
3110,2133064.144199999,2139918.497999999,6854.3538,221776.5032000001,221776.5032000001,0,243277.73189999998,39.495718469347935,640,1602613.804500001,1620949.1726000009,18335.3681,164573.02130000002,164573.02130000002,0,258767.28870000003,39.66445811949439,445,0.10430497692329052,6233056.422400002,-0.28592358718981004,-0.2983157622326029,0.06172543825601018,0.00810840989114936,0,0.1687396501464562
3150,1929223.3145999995,1949092.6795999992,19869.365,51942.6091,58519.03050000001,6576.4214,84727.2066,38.37998216716173,578,1554556.3639000012,1583583.0185000014,29026.654599999998,119658.29789999996,119658.29789999996,0,113254.00319999998,37.391983308535835,421,0.04202607896374821,5516999.984700002,-0.215927285853585,0.8345007254573087,0.2901963506679639,0.008135572218574468,-0.11238090145734726,-0.9879988586258932
3160,3612991.692399995,3643919.532399995,30927.839999999997,458288.69009999983,475859.23209999985,17570.542,245458.57310000004,37.41712850227809,1090,3427842.158800008,3460406.678000007,32564.519200000002,270792.77060000005,274256.5992,3463.8286,616449.5286999999,37.488077479407686,1018,0.09655778336671764,10877413.994799988,-0.05260519781478301,-0.5261454690435432,0.9208482637900257,9.23084632461187e-4,-0.024293940458998985,0.07094897712959636
3220,1009051.2048,1011820.1153,2768.9105,629115.6871,631884.5976,2768.9105,127895.0155,37.20652041347629,349,921751.3995000008,930577.7147000007,8826.315200000001,544972.8888000001,551873.3396000001,6900.4508000000005,162343.522,37.67363487729,255,0.12529146078397055,3373815.549399999,-0.09049021171269267,-0.14357911394156275,0.23850486033291673,0.00674820558175406,0.008121698082566135,0.4671144638137079
3230,2514985.2837999985,2539333.0582999988,24347.7745,32244.042700000005,32244.042700000005,0,116530.77099999998,36.82757168929479,745,2256310.5923999995,2287023.7438,30713.151399999995,59074.32489999999,59074.32489999999,0,134617.45870000002,36.66434069668193,623,0.03982728059059245,6838092.256399992,-0.10853595406701722,0.6054630914638519,0.14428174993778065,0.0038410546151070382,0,-0.1632309926128599
3245,3873349.104500003,3974462.4980000034,101113.3935,404338.90029999986,423614.1351999999,19275.2349,437128.04959999997,36.0679293538164,1153,3247195.1069999975,3316766.2841999982,69571.17719999999,507365.85899999994,529643.4652999999,22277.6063,463634.17969999963,35.3267532236231,925,0.0962552225299985,11545302.327400038,-0.17632795477238794,0.22697897029493497,0.058869663598629884,-0.00446516749506623,-0.0034403545236515176,-0.7411761301933026
